Year,rcp45_tmax,rcp45_tmin,rcp85_tmax,rcp85_tmin
1961,18.498607718169502,3.693781897010449,18.498607718169502,3.693781897010449
1962,18.682738124032507,4.278389473079528,18.682738124032507,4.278389473079528
1963,18.215971483165635,4.319543797165248,18.215971483165635,4.319543797165248
1964,17.135022615131582,2.4278791209123454,17.135022615131582,2.4278791209123454
1965,17.56583028976393,3.540099152839589,17.56583028976393,3.540099152839589
1966,19.3981638810952,4.917336100764318,19.3981638810952,4.917336100764318
1967,17.320174934694272,3.1376163258272056,17.320174934694272,3.1376163258272056
1968,17.627282677051088,3.802729839880032,17.627282677051088,3.802729839880032
1969,16.5558303502322,3.270381584994196,16.5558303502322,3.270381584994196
1970,18.706765189628484,3.91974802873452,18.706765189628484,3.91974802873452
1971,17.81837146865325,3.4516646913699685,17.81837146865325,3.4516646913699685
1972,15.825363111938856,2.162523204697175,15.825363111938856,2.162523204697175
1973,17.496993215460527,2.9661003561580883,17.496993215460527,2.9661003561580883
1974,16.13649199400155,2.5474613532193304,16.13649199400155,2.5474613532193304
1975,17.437038929469814,3.27820655657411,17.437038929469814,3.27820655657411
1976,16.992630430050312,3.2847839922358752,16.992630430050312,3.2847839922358752
1977,17.12048604392415,3.5234926772929565,17.12048604392415,3.5234926772929565
1978,17.92725062886997,3.9563192361648607,17.92725062886997,3.9563192361648607
1979,18.218329745549536,4.5527600740131575,18.218329745549536,4.5527600740131575
1980,17.3978071183243,3.784798731375774,17.3978071183243,3.784798731375774
1981,18.02548283910604,4.325210429566564,18.02548283910604,4.325210429566564
1982,16.008941744872292,2.897370613027283,16.008941744872292,2.897370613027283
1983,17.037032277960527,3.309168198529412,17.037032277960527,3.309168198529412
1984,16.827169601393187,3.4988450561145514,16.827169601393187,3.4988450561145514
1985,17.495972813467493,3.782901917448724,17.495972813467493,3.782901917448724
1986,17.205658620356036,3.9656355063612616,17.205658620356036,3.9656355063612616
1987,17.774680122871516,4.052631956874032,17.774680122871516,4.052631956874032
1988,17.179847740905572,3.7329377448964784,17.179847740905572,3.7329377448964784
1989,17.33612041650542,3.1193942137916024,17.33612041650542,3.1193942137916024
1990,17.50041723103715,3.2287847087848296,17.50041723103715,3.2287847087848296
1991,17.46710677486455,4.0478715926131965,17.46710677486455,4.0478715926131965
1992,15.973986551857585,2.873626992429373,15.973986551857585,2.873626992429373
1993,16.506953850619194,3.363805056356424,16.506953850619194,3.363805056356424
1994,17.394032386803406,4.0197153002854105,17.394032386803406,4.0197153002854105
1995,18.50273316563468,4.127708222474845,18.50273316563468,4.127708222474845
1996,17.738674293730647,4.647945439483358,17.738674293730647,4.647945439483358
1997,17.89549571884675,4.143022188830302,17.89549571884675,4.143022188830302
1998,18.732486878386226,4.976980864817143,18.732486878386226,4.976980864817143
1999,19.023434476586687,4.8297757836687305,19.023434476586687,4.8297757836687305
2000,18.46904931791796,4.768627249419505,18.46904931791796,4.768627249419505
2001,18.853299450948146,4.6688353358407495,18.853299450948146,4.6688353358407495
2002,18.058430485681114,4.2003449714589784,18.058430485681114,4.2003449714589784
2003,17.725220104489164,4.1718663076867255,17.725220104489164,4.1718663076867255
2004,18.25278154024768,4.257132232004643,18.25278154024768,4.257132232004643
2005,18.25876034007353,4.230283565934598,18.25876034007353,4.230283565934598
2006,18.22300091911765,4.475978603303986,18.22300091911765,4.475978603303986
2007,17.9334274622678,3.990508749758127,17.9334274622678,3.990508749758127
2008,18.194219536087466,4.0156469197465166,18.194219536087466,4.0156469197465166
2009,18.049893878192727,4.375885104247291,18.049893878192727,4.375885104247291
2010,19.926295230263158,5.408983921488002,19.926295230263158,5.408983921488002
2011,17.552094923084365,3.828932251354489,17.552094923084365,3.828932251354489
2012,18.38121764947756,4.586013463259481,18.38121764947756,4.586013463259481
2013,18.42252503386224,4.566959534636223,18.42252503386224,4.566959534636223
2014,18.637507860874614,4.9992721132449685,18.637507860874614,4.9992721132449685
2015,19.03998464106037,5.09395256869195,19.03998464106037,5.09395256869195
2016,18.595724288893187,4.667748796681502,18.595724288893187,4.667748796681502
2017,18.819499201818886,4.639985926011028,18.819499201818886,4.639985926011028
2018,19.30156129063468,5.900760615204141,19.30156129063468,5.900760615204141
2019,18.211308346519,3.6950405458860867,18.211308346519,3.6950405458860867
2020,18.06115259098101,3.5098274327531565,18.06115259098101,3.5098274327531565
2021,18.073303995253184,3.475771360759495,18.15160205696202,3.658104232594952
2022,18.014932753164548,3.4748813291139413,18.15528579905066,3.6920490506329315
2023,18.16707871835445,3.5979529272152035,18.28980419303798,3.789655854430407
2024,18.13790545886076,3.5604479825949515,18.316010680379748,3.79821004746833
2025,18.078940862341767,3.5761471518987378,18.21118473101268,3.611130340189845
2026,18.10203223892404,3.5033376186709124,18.511001780063282,3.9041238132911653
2027,18.514463014240505,3.844145569620253,18.700108781645554,4.113182357594951
2028,18.546528876582283,3.830028678797477,18.55651700949369,3.92884691455697
2029,18.358929984177227,3.670638844936718,18.61456685126581,4.050682357594951
2030,18.36056170886076,3.6994165348101538,18.8317345727848,4.0566900712025245
2031,18.616346914556967,3.9057060917721738,18.903752966772174,4.121983781645554
2032,18.620648734177227,4.011125395569593,18.694125791139246,3.9396261867088374
2033,18.59894185126581,3.85472705696202,18.8828125,4.185126582278484
2034,18.81017602848101,4.097977650316466,18.98046875,4.381304390822777
2035,18.699540150316466,3.9980221518987378,19.069620253164548,4.174693433544292
2036,18.887831289556967,3.9936708860759618,19.16218354430379,4.28673852848101
2037,18.730913765822773,4.056640625,19.025810917721515,4.242014438291164
