Year,rcp45_prec,rcp85_prec
1961,12.217228685635474,12.217228685635474
1962,12.214186855077644,12.214186855077644
1963,9.730617209848797,9.730617209848797
1964,17.399538976297507,17.399538976297507
1965,7.9475282233346976,7.9475282233346976
1966,12.752223705046994,12.752223705046994
1967,13.068536569013073,13.068536569013073
1968,9.940330315181855,9.940330315181855
1969,11.54347079970372,11.54347079970372
1970,10.925623212096443,10.925623212096443
1971,13.695496079382918,13.695496079382918
1972,8.793533855230894,8.793533855230894
1973,15.353155649775234,15.353155649775234
1974,12.510879872037187,12.510879872037187
1975,11.538318604413568,11.538318604413568
1976,13.149028146710258,13.149028146710258
1977,14.551683183489988,14.551683183489988
1978,8.012161735032691,8.012161735032691
1979,10.315940916172863,10.315940916172863
1980,9.01952406645893,9.01952406645893
1981,9.550184217919902,9.550184217919902
1982,10.276475339701676,10.276475339701676
1983,12.932437199887614,12.932437199887614
1984,11.18241724560687,11.18241724560687
1985,9.36236335308541,9.36236335308541
1986,12.657958884603596,12.657958884603596
1987,11.951088067020846,11.951088067020846
1988,9.954828297404985,9.954828297404985
1989,7.954189760420923,7.954189760420923
1990,12.993984183438904,12.993984183438904
1991,12.077052257866775,12.077052257866775
1992,10.969797200653858,10.969797200653858
1993,14.455002298733143,14.455002298733143
1994,14.825427181242338,14.825427181242338
1995,10.516780751941154,10.516780751941154
1996,11.33100639814058,11.33100639814058
1997,13.08355815156314,13.08355815156314
1998,14.298560737637926,14.298560737637926
1999,10.018252579689415,10.018252579689415
2000,8.587896212198611,8.587896212198611
2001,9.936633186044137,9.936633186044137
2002,7.1559243461381286,7.1559243461381286
2003,13.985139648038414,13.985139648038414
2004,8.085815379801797,8.085815379801797
2005,7.467138492286472,7.467138492286472
2006,8.565845933796485,8.565845933796485
2007,8.308661594554557,8.308661594554557
2008,10.011602217000409,10.011602217000409
2009,7.916140937883122,7.916140937883122
2010,8.775893472874948,8.775893472874948
2011,10.129372381998364,10.129372381998364
2012,11.941219477932162,11.941219477932162
2013,10.937947774060076,10.937947774060076
2014,8.983999859521864,8.983999859521864
2015,9.733889711892113,9.733889711892113
2016,12.389446899264405,12.389446899264405
2017,8.949874846751122,8.949874846751122
2018,15.575791147323251,15.575791147323251
2019,13.563570907448751,13.563570907448751
2020,15.255416270021426,15.255416270021426
2021,13.895445557544544,15.07613143321717
2022,14.127137784058466,14.320627031408494
2023,14.202813802681884,14.34011450062028
2024,15.206850668229315,15.083140295049255
2025,15.897819035816738,14.702371090070915
2026,14.996964189823675,14.31651871945417
2027,14.475871280039316,13.729685615048153
2028,12.871929626696394,14.012846994628749
2029,15.252860880776892,13.676467247920268
2030,13.996922783710492,13.82988544673152
2031,14.290754729232084,13.831366936197224
2032,14.481295404355409,15.155722473840324
2033,14.348720105555596,13.75096671899394
2034,15.009187078195104,14.837916571154485
2035,15.301325035356806,14.74072894131022
2036,14.13928263611282,14.651250099034273
2037,13.60053430972986,14.20979265054586
2038,12.44067692736398,14.20825953705501
2039,15.838320546002382,14.414947727019285
2040,15.901282647736151,14.913424511556515
2041,15.699812085987404,14.107196503648913
2042,15.558710419128074,13.09844144231524
2043,15.918098873786516,15.780105453464234
2044,14.91078808459809,14.839515715375164
2045,14.836127738655374,14.063763890682273
2046,14.746726932696495,14.159500045028935
2047,16.18966645776717,14.800732866347484
2048,15.840173008113876,16.060319461376828
2049,15.185387079357445,15.499825414821803
2050,13.75007950609673,14.91448100323384
2051,15.783587073764515,14.400653874848551
2052,15.665893900910321,14.330068225215886
2053,14.568550811874072,14.169579936077607
2054,14.938338506201838,15.650991365466393
2055,14.93519304234434,15.569245321933238
2056,16.657395732818014,13.755171075646212
2057,14.853939227888125,14.124899942596484
2058,15.747603927681745,15.552431497000331
2059,13.483344170981116,14.85998284050592
2060,15.685339350566752,13.954151678600905
2061,15.401231930711464,15.012182472212071
2062,14.364968467329394,16.059450256860487
2063,15.482522962488133,13.115069180645895
2064,13.064624104170992,14.472809855292516
2065,15.345584833284452,15.4007433033107
2066,16.73418586993753,16.822890351836346
2067,15.236396418432735,14.47077610881366
2068,15.612521862265735,14.406698688025068
2069,15.604874303192355,15.438296780204766
2070,16.837894934771832,14.924683351272387
2071,16.55909878671256,15.191571157345974
2072,15.773568411210775,16.57825130004028
2073,14.935304694305696,14.284305327765498
2074,14.451545559168869,15.46870213045474
2075,16.329979357544676,14.806714049911616
2076,15.720328434025856,15.001754419133372
2077,14.754943556605161,16.780677506533525
2078,15.381219817337193,15.43144038933066
2079,14.879472710835149,16.687320859578296
2080,15.512499713273554,17.359765806609502
2081,16.192043564041153,15.369192620037804
2082,14.77888990091875,15.045375519819725
2083,15.161883741213098,14.473513382704914
2084,15.43668803151429,17.047357615947824
2085,17.40717106839464,16.27084103534759
2086,15.270792425882066,14.793746815131161
2087,15.391426967610636,15.726397258376858
2088,15.727340897534113,14.00896438771457
2089,14.302763918150609,17.29582885119165
2090,15.574142400969393,15.740441394332962
2091,16.312022600706296,16.19769579451485
2092,15.963361138248894,16.4402134590452
2093,16.02586102487384,16.568568793929323
2094,16.031389597798942,16.549298625846628
2095,14.455377742616625,15.254839401554431
2096,17.764571397805746,15.524907487688518
2097,15.13906352098284,15.709043182018045
2098,13.89190751098422,16.48837267170916
2099,15.510383128242724,15.165044812334006
