Year,rcp45_tmax,rcp45_tmin,rcp85_tmax,rcp85_tmin
1961,22.49149282532558,9.197364114726783,22.49149282532558,9.197364114726783
1962,21.73404825053555,8.840967050902785,21.73404825053555,8.840967050902785
1963,22.34194676799619,9.615059378081538,22.34194676799619,9.615059378081538
1964,20.698419276411983,7.8314897225339175,20.698419276411983,7.8314897225339175
1965,21.86176638103981,9.060914600972493,21.86176638103981,9.060914600972493
1966,22.820335611547485,9.378759478390966,22.820335611547485,9.378759478390966
1967,21.587787752048694,8.642864960556292,21.587787752048694,8.642864960556292
1968,21.735076847223638,8.913045326260669,21.735076847223638,8.913045326260669
1969,19.725409313475467,7.6454826753714835,19.725409313475467,7.6454826753714835
1970,22.284311350266925,9.105268582746778,22.284311350266925,9.105268582746778
1971,22.748767384134112,9.275643723009964,22.748767384134112,9.275643723009964
1972,20.058381362848106,7.260210522289095,20.058381362848106,7.260210522289095
1973,21.81251275119861,8.917141648814988,21.81251275119861,8.917141648814988
1974,20.62179519874868,7.912120333061307,20.62179519874868,7.912120333061307
1975,22.101544170152,8.872116635213711,22.101544170152,8.872116635213711
1976,20.82641793328573,8.348181041517902,20.82641793328573,8.348181041517902
1977,21.697598949301234,9.341790565813184,21.697598949301234,9.341790565813184
1978,21.510708881634873,8.930042674011357,21.510708881634873,8.930042674011357
1979,22.237748223333,9.43712490224081,22.237748223333,9.43712490224081
1980,21.769131048318553,9.232963336053588,21.769131048318553,9.232963336053588
1981,22.328232853888263,9.923014638376008,22.328232853888263,9.923014638376008
1982,20.90773657723826,8.434764867897583,20.90773657723826,8.434764867897583
1983,22.866418443333675,9.801319324016456,22.866418443333675,9.801319324016456
1984,20.821096433064707,8.434899286782958,20.821096433064707,8.434899286782958
1985,22.05814971607331,9.10528345914516,22.05814971607331,9.10528345914516
1986,21.950334081403646,9.178099178822807,21.950334081403646,9.178099178822807
1987,22.20668630351253,9.412860433880784,22.20668630351253,9.412860433880784
1988,22.490349467849974,9.749972372403006,22.490349467849974,9.749972372403006
1989,22.44939686830562,9.231098473256486,22.44939686830562,9.231098473256486
1990,22.351639804141588,9.636070165595566,22.351639804141588,9.636070165595566
1991,21.744332092216677,9.561494780509367,21.744332092216677,9.561494780509367
1992,21.21293439083274,9.030249030908903,21.21293439083274,9.030249030908903
1993,20.848713404059986,8.828138813798496,20.848713404059986,8.828138813798496
1994,21.55705098779285,9.219503383318033,21.55705098779285,9.219503383318033
1995,23.185797714985213,9.912960318269915,23.185797714985213,9.912960318269915
1996,21.875949964296645,8.908940502907274,21.875949964296645,8.908940502907274
1997,22.680346577578288,9.801719924172874,22.680346577578288,9.801719924172874
1998,22.432382518956786,9.827361521983066,22.432382518956786,9.827361521983066
1999,23.29362610085348,10.230724438097182,23.29362610085348,10.230724438097182
2000,23.07616928491279,10.043496463667584,23.07616928491279,10.043496463667584
2001,23.349217076405182,10.224767503145296,23.349217076405182,10.224767503145296
2002,23.036455676833626,10.20397986160699,23.036455676833626,10.20397986160699
2003,21.93009580400558,9.644307439899348,21.93009580400558,9.644307439899348
2004,23.09132620966371,10.301369266211024,23.09132620966371,10.301369266211024
2005,22.863179638886056,9.96732399095515,22.863179638886056,9.96732399095515
2006,22.926495715597266,10.139028443673704,22.926495715597266,10.139028443673704
2007,22.76064512564181,9.629121824951543,22.76064512564181,9.629121824951543
2008,22.40142260872522,9.419647259342376,22.40142260872522,9.419647259342376
2009,22.50358946240946,10.043466710870822,22.50358946240946,10.043466710870822
2010,23.732700873882145,10.479181543065048,23.732700873882145,10.479181543065048
2011,21.95064861096943,9.673079456968956,21.95064861096943,9.673079456968956
2012,22.371134261620593,9.491358937740149,22.371134261620593,9.491358937740149
2013,23.32052900472645,10.573916573157877,23.32052900472645,10.573916573157877
2014,22.23059692611105,9.517722040871842,22.23059692611105,9.517722040871842
2015,22.684078428372267,10.723166165119519,22.684078428372267,10.723166165119519
2016,23.07854525825428,10.759326439185283,23.07854525825428,10.759326439185283
2017,22.945796779897307,10.14617867829576,22.945796779897307,10.14617867829576
2018,22.940923696827504,10.447586198102623,22.940923696827504,10.447586198102623
2019,23.12285743436265,10.205558767514617,23.12285743436265,10.205558767514617
2020,23.02288804244321,10.132966603183236,23.02288804244321,10.132966603183236
2021,23.16592980546864,10.294245680859774,23.292613249897947,10.374710923683837
2022,22.952081349476266,10.157716637192207,23.073527411236572,10.25768602911171
2023,23.166575976057693,10.305060535981507,23.19429329342945,10.263416541967104
2024,23.133621276016868,10.302407835668587,23.180655693103013,10.326792273160095
2025,23.20112909808188,10.374982995510834,23.348217929533405,10.456672561556275
2026,22.975445517616663,10.12035777445243,23.24098762073185,10.427985988300918
2027,23.31601142701675,10.348319956468515,23.693987212624112,10.842861515440063
2028,23.44266086246768,10.532274520473381,23.50918242415997,10.666678002992796
2029,23.408855937967644,10.450686981363106,23.64722486736497,10.745051693647099
2030,23.29251122296284,10.366055638688637,23.515542103115195,10.598898109100787
2031,23.45381580737313,10.521612705754306,23.8249897973065,10.933988572983253
2032,23.501054278329487,10.530438035641396,23.605087743164177,10.698867501020286
2033,23.480818936199174,10.593031560331953,23.87954019861246,10.957318732145266
2034,23.77724119167459,10.85476465786968,23.85685621003944,10.984951027071133
2035,23.608488641001202,10.70949530676097,23.834036185552968,10.856941232485383
2036,23.838865460481554,10.863521969800049,24.05431233845735,11.103693375051025
2037,23.60110869269488,10.788022037817996,23.794347707794884,10.916439940144189
2038,23.84872806420896,10.883111141341317,24.08124744932661,11.076418174398043
