ISO code,Country,Fertility,Year,Age,Male population,Female population,Total population
TKM,TKM,Medium,1950,0-4,9.691479160305343,9.172969923664121,18.86444908396947
TKM,TKM,Medium,1950,5-9,7.604669083969466,7.032805419847328,14.637474503816794
TKM,TKM,Medium,1950,10-14,10.02397969465649,9.359111679389315,19.383091374045797
TKM,TKM,Medium,1950,15-19,8.3755806870229,7.8834160305343515,16.258996717557253
TKM,TKM,Medium,1950,20-24,8.14925679389313,8.00329717557252,16.15255396946565
TKM,TKM,Medium,1950,25-29,4.666317022900763,6.009092290076336,10.675409312977099
TKM,TKM,Medium,1950,30-34,3.549599541984733,4.732843740458015,8.282443282442749
TKM,TKM,Medium,1950,35-39,4.440392290076336,6.168623358778626,10.609015648854962
TKM,TKM,Medium,1950,40-44,4.440126183206107,5.277830610687023,9.717956793893133
TKM,TKM,Medium,1950,45-49,4.280861221374046,4.746016030534352,9.026877251908397
TKM,TKM,Medium,1950,50-54,3.323541755725191,3.416679160305344,6.740220916030535
TKM,TKM,Medium,1950,55-59,2.8848645801526716,2.539191755725191,5.424056335877863
TKM,TKM,Medium,1950,60-64,3.0442625954198475,2.8715592366412213,5.915821832061068
TKM,TKM,Medium,1950,65-69,2.1138199236641224,2.073903893129771,4.187723816793893
TKM,TKM,Medium,1950,70-74,1.2762485496183207,1.4489519083969467,2.725200458015267
TKM,TKM,Medium,1950,75-79,0.7047840458015269,0.8508767175572519,1.5556607633587787
TKM,TKM,Medium,1950,80-84,0.26584076335877865,0.33609297709923663,0.6019337404580153
TKM,TKM,Medium,1950,85-89,0.10803938931297712,0.15514030534351145,0.2631796946564886
TKM,TKM,Medium,1950,90-94,0.03179977099236641,0.052955267175572515,0.08475503816793893
TKM,TKM,Medium,1950,95-99,0.005854351145038169,0.012373969465648857,0.01822832061068702
TKM,TKM,Medium,1950,100+,0.0006652671755725191,0.0017296946564885499,0.002394961832061069
TKM,TKM,Medium,1951,0-4,10.76322458015267,10.322418549618321,21.085643129771
TKM,TKM,Medium,1951,5-9,7.3719586259542,6.836817709923664,14.208776335877864
TKM,TKM,Medium,1951,10-14,9.707445572519084,9.060273664122137,18.767719236641224
TKM,TKM,Medium,1951,15-19,8.596582442748092,8.080202061068702,16.676784503816794
TKM,TKM,Medium,1951,20-24,8.348171679389313,8.044011526717558,16.39218320610687
TKM,TKM,Medium,1951,25-29,5.243635877862595,6.394681145038169,11.638317022900765
TKM,TKM,Medium,1951,30-34,3.5197955725190844,4.704769465648855,8.224565038167938
TKM,TKM,Medium,1951,35-39,4.225244885496183,5.942964732824429,10.16820961832061
TKM,TKM,Medium,1951,40-44,4.393291374045801,5.427116564885496,9.820407938931295
TKM,TKM,Medium,1951,45-49,4.281526488549619,4.835960152671755,9.117486641221374
TKM,TKM,Medium,1951,50-54,3.402575496183206,3.61359824427481,7.016173740458015
TKM,TKM,Medium,1951,55-59,2.7982467938931297,2.534934045801527,5.3331808396946565
TKM,TKM,Medium,1951,60-64,2.926377251908397,2.766313969465649,5.692691221374045
TKM,TKM,Medium,1951,65-69,2.1778186259541985,2.1488129770992366,4.3266316030534355
TKM,TKM,Medium,1951,70-74,1.3128382442748092,1.4709057251908397,2.7837439694656485
TKM,TKM,Medium,1951,75-79,0.7287336641221375,0.8845392366412214,1.6132729007633588
TKM,TKM,Medium,1951,80-84,0.29005648854961835,0.36709442748091603,0.6571509160305343
TKM,TKM,Medium,1951,85-89,0.1085716030534351,0.15354366412213744,0.26211526717557254
TKM,TKM,Medium,1951,90-94,0.0349930534351145,0.057346030534351146,0.09233908396946566
TKM,TKM,Medium,1951,95-99,0.00625351145038168,0.01250702290076336,0.018760534351145036
TKM,TKM,Medium,1951,100+,0.0006652671755725191,0.0017296946564885499,0.002394961832061069
TKM,TKM,Medium,1952,0-4,11.670649007633587,11.351320763358778,23.021969770992367
