ISO code,Country,Fertility,Year,Age,Male population,Female population,Total population
TJK,TJK,Medium,2037,90-94,0.03536548991818592,0.06266990916704246,0.09803539908522838
TJK,TJK,Medium,2037,95-99,0.005898344392192232,0.010739902080783357,0.016638246472975588
TJK,TJK,Medium,2037,100+,0.0003686465245120145,0.0008110223539264319,0.0011796688784384464
TJK,TJK,Medium,2038,0-4,19.67375568511242,18.60276380210011,38.27651948721253
TJK,TJK,Medium,2038,5-9,17.361604683373063,16.43318069960704,33.794785382980095
TJK,TJK,Medium,2038,10-14,16.34426315789474,15.483571828899054,31.827834986793796
TJK,TJK,Medium,2038,15-19,16.639327836114155,15.79031031372802,32.42963814984218
TJK,TJK,Medium,2038,20-24,16.149052534948144,15.412840849062682,31.561893384010823
TJK,TJK,Medium,2038,25-29,13.399809637312377,12.903291921664627,26.303101558977005
TJK,TJK,Medium,2038,30-34,10.258916672035047,9.980391934548736,20.23930860658378
TJK,TJK,Medium,2038,35-39,9.164208529279135,9.067451104812216,18.23165963409135
TJK,TJK,Medium,2038,40-44,9.497440411003028,9.511817625458997,19.009258036462022
TJK,TJK,Medium,2038,45-49,9.18706461379888,9.47578857179669,18.66285318559557
TJK,TJK,Medium,2038,50-54,8.032832345551762,8.489634542292086,16.522466887843848
TJK,TJK,Medium,2038,55-59,5.844227082393868,6.200904883076725,12.045131965470594
TJK,TJK,Medium,2038,60-64,4.426732042775237,4.929098949945243,9.355830992720481
TJK,TJK,Medium,2038,65-69,3.5092937254396706,4.162019261740643,7.671312987180315
TJK,TJK,Medium,2038,70-74,2.646783740256394,3.351218095728919,5.998001835985313
TJK,TJK,Medium,2038,75-79,1.6432295947948206,2.273910068929975,3.9171396637247957
TJK,TJK,Medium,2038,80-84,0.6975775301166013,1.07607920505057,1.7736567351671715
TJK,TJK,Medium,2038,85-89,0.17564778071249118,0.31728177543000713,0.4929295561424982
TJK,TJK,Medium,2038,90-94,0.03937144881788314,0.07159115506023321,0.11096260387811635
TJK,TJK,Medium,2038,95-99,0.00643902596147652,0.011378889389937513,0.017817915351414033
TJK,TJK,Medium,2038,100+,0.0003932229594794821,0.0008601752238613672,0.0012533981833408492
TJK,TJK,Medium,2039,0-4,20.026599561940348,18.934521097725955,38.9611206596663
TJK,TJK,Medium,2039,5-9,17.787661759969076,16.83485795271533,34.62251971268441
TJK,TJK,Medium,2039,10-14,16.391548218772147,15.526629742962058,31.918177961734205
TJK,TJK,Medium,2039,15-19,16.484152225729567,15.645850028989244,32.130002254718804
TJK,TJK,Medium,2039,20-24,16.39919149004703,15.63810845197449,32.03729994202152
TJK,TJK,Medium,2039,25-29,14.005422147780713,13.489415319203763,27.494837466984478
TJK,TJK,Medium,2039,30-34,10.7505191006893,10.444050956644979,21.19457005733428
TJK,TJK,Medium,2039,35-39,9.07322656702957,8.97413438124074,18.04736094827031
TJK,TJK,Medium,2039,40-44,9.493704792887973,9.502601462346197,18.99630625523417
TJK,TJK,Medium,2039,45-49,9.179028119564519,9.406556754493332,18.585584874057854
TJK,TJK,Medium,2039,50-54,8.399905978225858,8.904484764542937,17.304390742768796
TJK,TJK,Medium,2039,55-59,6.152882529150294,6.527476550924435,12.68035908007473
TJK,TJK,Medium,2039,60-64,4.576083038072538,5.068078689686273,9.644161727758812
TJK,TJK,Medium,2039,65-69,3.5760433228113127,4.2381570572698575,7.814200380081173
TJK,TJK,Medium,2039,70-74,2.6997459576112868,3.421039747471494,6.120785705082781
TJK,TJK,Medium,2039,75-79,1.7111097081749662,2.387576080654513,4.09868578882948
TJK,TJK,Medium,2039,80-84,0.7534643432326227,1.1729103588223928,1.926374702055016
TJK,TJK,Medium,2039,85-89,0.19076228821748376,0.34819893061908136,0.5389612188365651
TJK,TJK,Medium,2039,90-94,0.04060027056625652,0.07702254718804355,0.1176228177543001
TJK,TJK,Medium,2039,95-99,0.00611953230689944,0.011059395735360434,0.017178928042259876
TJK,TJK,Medium,2039,100+,0.00041779939444694977,0.00093390452876377,0.0013517039232107198
TJK,TJK,Medium,2040,0-4,20.346363557302073,19.234402757199,39.580766314501055
TJK,TJK,Medium,2040,5-9,18.211703568897768,17.234864008245832,35.4465675771436
TJK,TJK,Medium,2040,10-14,16.518288893899374,15.64405594923662,32.162344843136005
TJK,TJK,Medium,2040,15-19,16.362842942730143,15.530242478902274,31.89308542163242
TJK,TJK,Medium,2040,20-24,16.537999194743286,15.761457579076213,32.29945677381949
TJK,TJK,Medium,2040,25-29,14.55047832248921,14.010460316949045,28.560938639438255
TJK,TJK,Medium,2040,30-34,11.281517554596407,10.950374669844749,22.231892224441154
TJK,TJK,Medium,2040,35-39,9.118373478064807,9.010188011338016,18.128561489402827
TJK,TJK,Medium,2040,40-44,9.423416188881017,9.427667912130389,18.851084101011406
TJK,TJK,Medium,2040,45-49,9.185688333440702,9.366349706886556,18.55203804032726
TJK,TJK,Medium,2040,50-54,8.671475584616376,9.192078206532242,17.863553791148618
TJK,TJK,Medium,2040,55-59,6.502285705082781,6.908779939444696,13.411065644527477
TJK,TJK,Medium,2040,60-64,4.761831733556658,5.247609547123624,10.009441280680283
TJK,TJK,Medium,2040,65-69,3.658988790826516,4.322994910777557,7.981983701604075
TJK,TJK,Medium,2040,70-74,2.7579183791792823,3.4974233073503833,6.255341686529666
TJK,TJK,Medium,2040,75-79,1.7711253623655223,2.4923945757907626,4.263519938156286
TJK,TJK,Medium,2040,80-84,0.8008231334149328,1.2665957289183793,2.0674188623333123
TJK,TJK,Medium,2040,85-89,0.20850647426399538,0.38658732203826585,0.5950937963022613
TJK,TJK,Medium,2040,90-94,0.03703668749597372,0.07709627649294597,0.11413296398891969
TJK,TJK,Medium,2040,95-99,0.004177993944469498,0.008478870063776333,0.01265686400824583
TJK,TJK,Medium,2040,100+,0.00041779939444694977,0.0009584809637312377,0.0013762803581781873
TJK,TJK,Medium,2041,0-4,20.673647941763836,19.540428525413905,40.21407646717774
TJK,TJK,Medium,2041,5-9,18.63576995426142,17.635459898215554,36.27122985247698
TJK,TJK,Medium,2041,10-14,16.71266391805708,15.831131772208982,32.543795690266066
TJK,TJK,Medium,2041,15-19,16.251241351542873,15.430609611544162,31.681850963087037
TJK,TJK,Medium,2041,20-24,16.57299603813696,15.793701861753528,32.36669789989049
TJK,TJK,Medium,2041,25-29,15.046160439348068,14.480361753527026,29.526522192875102
TJK,TJK,Medium,2041,30-34,11.864273980544999,11.512683501900408,23.376957482445405
TJK,TJK,Medium,2041,35-39,9.299600109514914,9.17502216066482,18.474622270179736
TJK,TJK,Medium,2041,40-44,9.305080654512661,9.306530664175739,18.611611318688404
