ISO code,Country,Fertility,Year,Age,Male population,Female population,Total population
MNG,MNG,Medium,1950,0-4,1.3222580105054471,1.323507125871727,2.645765136377174
MNG,MNG,Medium,1950,5-9,1.1211504365343763,1.1330309115736612,2.254181348108037
MNG,MNG,Medium,1950,10-14,1.0695758509666398,1.0725182116072105,2.14209406257385
MNG,MNG,Medium,1950,15-19,0.991325712799014,0.9806665950067586,1.9719923078057726
MNG,MNG,Medium,1950,20-24,0.9056641567914604,0.8951715877147091,1.8008357445061698
MNG,MNG,Medium,1950,25-29,0.8314944621536825,0.8137015077140061,1.6451959698676886
MNG,MNG,Medium,1950,30-34,0.8085940137718836,0.812785489778734,1.6213795035506178
MNG,MNG,Medium,1950,35-39,0.7093032212122534,0.645626095651227,1.3549293168634802
MNG,MNG,Medium,1950,40-44,0.7005316555290431,0.7756451262213437,1.4761767817503868
MNG,MNG,Medium,1950,45-49,0.5869731896745709,0.6075141979200633,1.194487387594634
MNG,MNG,Medium,1950,50-54,0.5138027873298169,0.5971604194395651,1.110963206769382
MNG,MNG,Medium,1950,55-59,0.44124306360857746,0.4863500073909088,0.9275930709994863
MNG,MNG,Medium,1950,60-64,0.3005926733654558,0.3524725982449495,0.6530652716104052
MNG,MNG,Medium,1950,65-69,0.19763780906473777,0.2638131653583241,0.46145097442306193
MNG,MNG,Medium,1950,70-74,0.09162955164644654,0.15380773876793707,0.24543729041438364
MNG,MNG,Medium,1950,75-79,0.03144994911100392,0.06376039991877845,0.09521034902978238
MNG,MNG,Medium,1950,80-84,0.015960918569132614,0.025370920995108192,0.04133183956424081
MNG,MNG,Medium,1950,85-89,0.004469057199357133,0.00793882210569031,0.012407879305047442
MNG,MNG,Medium,1950,90-94,0.0006939529812666355,0.001471180320285267,0.0021651333015519024
MNG,MNG,Medium,1950,95-99,5.5516238501330835e-05,0.00013879059625332708,0.00019430683475465789
MNG,MNG,Medium,1950,100+,0.0,0.0,0.0
MNG,MNG,Medium,1951,0-4,1.379495252400319,1.3824931292793912,2.76198838167971
MNG,MNG,Medium,1951,5-9,1.1358067234987275,1.1477427147765136,2.2835494382752404
MNG,MNG,Medium,1951,10-14,1.077681221787834,1.0825388926567006,2.1602201144445354
MNG,MNG,Medium,1951,15-19,1.006342855313624,0.9961556255486298,2.0024984808622532
MNG,MNG,Medium,1951,20-24,0.920070620682556,0.9090784054592924,1.8291490261418484
MNG,MNG,Medium,1951,25-29,0.8383229594893463,0.8181705649133632,1.6564935244027095
MNG,MNG,Medium,1951,30-34,0.8146730418877793,0.822500831516467,1.6371738734042462
MNG,MNG,Medium,1951,35-39,0.7182690937302183,0.6536481921146693,1.3719172858448876
MNG,MNG,Medium,1951,40-44,0.7012533666295605,0.7603226443949764,1.461576011024537
MNG,MNG,Medium,1951,45-49,0.6007412168229009,0.629110014697081,1.229851231519982
MNG,MNG,Medium,1951,50-54,0.5158291300351154,0.592608087882456,1.1084372179175712
MNG,MNG,Medium,1951,55-59,0.44782173787098517,0.5008952618782575,0.9487169997492427
MNG,MNG,Medium,1951,60-64,0.3142219099175325,0.362798618606197,0.6770205285237295
MNG,MNG,Medium,1951,65-69,0.2053823243356734,0.26722741402615596,0.4726097383618294
MNG,MNG,Medium,1951,70-74,0.10112282843017412,0.16152449591962206,0.26264732434979615
MNG,MNG,Medium,1951,75-79,0.03494747213658776,0.06953408872291686,0.10448156085950462
MNG,MNG,Medium,1951,80-84,0.015433514303369974,0.02648124576513481,0.04191476006850478
MNG,MNG,Medium,1951,85-89,0.005218526419125099,0.008716049444708942,0.013934575863834038
MNG,MNG,Medium,1951,90-94,0.0008882598160212934,0.0018042777512932522,0.0026925375673145452
MNG,MNG,Medium,1951,95-99,5.5516238501330835e-05,0.0001665487155039925,0.00022206495400532334
MNG,MNG,Medium,1951,100+,0.0,0.0,0.0
MNG,MNG,Medium,1952,0-4,1.4680436528099419,1.4763988467043923,2.9444424995143343
MNG,MNG,Medium,1952,5-9,1.146132743859975,1.1576523633490012,2.3037851072089763
MNG,MNG,Medium,1952,10-14,1.0824556182989487,1.0895061805886177,2.171961798887567
MNG,MNG,Medium,1952,15-19,1.0202496730582076,1.0117556885675036,2.032005361625712
MNG,MNG,Medium,1952,20-24,0.93275608118011,0.9202926856365613,1.8530487668166713
MNG,MNG,Medium,1952,25-29,0.8473721063650631,0.8277748741740933,1.6751469805391566
MNG,MNG,Medium,1952,30-34,0.8134239265214994,0.8168659333085819,1.6302898598300812
MNG,MNG,Medium,1952,35-39,0.7338413986298415,0.6837935096208919,1.4176349082507336
MNG,MNG,Medium,1952,40-44,0.6933978188816221,0.7206285338665248,1.4140263527481471
MNG,MNG,Medium,1952,45-49,0.6179790088775642,0.6654176346769513,1.2833966435545154
MNG,MNG,Medium,1952,50-54,0.5175501334286566,0.57942298123839,1.0969731146670465
MNG,MNG,Medium,1952,55-59,0.45018117800729174,0.5154960326041074,0.9656772106113992
MNG,MNG,Medium,1952,60-64,0.32987748917490783,0.37551183722300174,0.7053893263979095
MNG,MNG,Medium,1952,65-69,0.2107673994703025,0.26867083622719057,0.4794382356974931
MNG,MNG,Medium,1952,70-74,0.11083817016790702,0.16893591375954972,0.27977408392745673
MNG,MNG,Medium,1952,75-79,0.03863930199692626,0.07505795445379929,0.11369725645072555
MNG,MNG,Medium,1952,80-84,0.014350947652594022,0.026925375673145454,0.041276323325739474
MNG,MNG,Medium,1952,85-89,0.005912479400391734,0.009187937471970253,0.015100416872361988
MNG,MNG,Medium,1952,90-94,0.0009715341737732897,0.002054100824549241,0.0030256349983225302
MNG,MNG,Medium,1952,95-99,8.327435775199626e-05,0.00022206495400532334,0.0003053393117573196
MNG,MNG,Medium,1952,100+,0.0,0.0,0.0
MNG,MNG,Medium,1953,0-4,1.5681116727085906,1.5814910861874114,3.1496027588960023
MNG,MNG,Medium,1953,5-9,1.1539882916079134,1.1649805068311767,2.3189687984390903
MNG,MNG,Medium,1953,10-14,1.0867026105443005,1.0966677753552894,2.1833703858995905
MNG,MNG,Medium,1953,15-19,1.0335735702985267,1.0279109139713911,2.061484484269917
MNG,MNG,Medium,1953,20-24,0.9451639604851574,0.931340417098326,1.8765043775834835
MNG,MNG,Medium,1953,25-29,0.8590582745695934,0.8421535799459381,1.7012118545155315
MNG,MNG,Medium,1953,30-34,0.8090936599183957,0.8034310035912599,1.6125246635096553
MNG,MNG,Medium,1953,35-39,0.7532443239860567,0.7264854970284153,1.479729821014472
MNG,MNG,Medium,1953,40-44,0.6825721523738626,0.6716354533891004,1.354207605762963
MNG,MNG,Medium,1953,45-49,0.6362716094637526,0.7063053443331815,1.342576953796934
MNG,MNG,Medium,1953,50-54,0.5209088658579871,0.5654051310168039,1.086313996874791
MNG,MNG,Medium,1953,55-59,0.45070858227305444,0.5292085435139362,0.9799171257869905
MNG,MNG,Medium,1953,60-64,0.34594944022104307,0.39008484982960107,0.7360342900506441
MNG,MNG,Medium,1953,65-69,0.21581937717392363,0.27058614645548645,0.4864055236294101
MNG,MNG,Medium,1953,70-74,0.1203036888323839,0.17593095981071738,0.29623464864310134
MNG,MNG,Medium,1953,75-79,0.04238664809576609,0.07988786720341508,0.12227451529918117
MNG,MNG,Medium,1953,80-84,0.01326838100181807,0.02706416626939878,0.040332547271216844
MNG,MNG,Medium,1953,85-89,0.006134544354397057,0.009354486187474247,0.0154890305418713
MNG,MNG,Medium,1953,90-94,0.0010548085315252858,0.0021651333015519024,0.0032199418330771884
MNG,MNG,Medium,1953,95-99,0.00011103247700266167,0.0003053393117573196,0.00041637178875998123
MNG,MNG,Medium,1953,100+,0.0,0.0,0.0
MNG,MNG,Medium,1954,0-4,1.6606572422903092,1.6788110522802444,3.3394682945705534
MNG,MNG,Medium,1954,5-9,1.1645641350424167,1.1757228989811845,2.3402870340236013
MNG,MNG,Medium,1954,10-14,1.0915047651746654,1.1045233231032274,2.196028088277893
MNG,MNG,Medium,1954,15-19,1.0463978213923342,1.0441494137330303,2.0905472351253644
MNG,MNG,Medium,1954,20-24,0.9590985363489914,0.9447198305771468,1.9038183669261382
MNG,MNG,Medium,1954,25-29,0.8728818179564246,0.8585863865423319,1.7314682044987566
MNG,MNG,Medium,1954,30-34,0.8075392052403583,0.7935213550187723,1.6010605602591303
MNG,MNG,Medium,1954,35-39,0.7711760690219865,0.765097040906091,1.5362731099280775
MNG,MNG,Medium,1954,40-44,0.6768817379274762,0.6353278334092302,1.3122095713367063
MNG,MNG,Medium,1954,45-49,0.6513997844553653,0.735562402023383,1.3869621864787482
