ISO code,Country,Fertility,Year,Age,Male population,Female population,Total population
UZB,UZB,Medium,1987,20-24,23.133370964879116,23.273843381504253,46.40721434638337
UZB,UZB,Medium,1987,25-29,20.777462838932106,21.03566951092695,41.81313234985905
UZB,UZB,Medium,1987,30-34,16.55834834684265,16.46674675320117,33.02509510004382
UZB,UZB,Medium,1987,35-39,10.309871682378791,10.399950742719959,20.70982242509875
UZB,UZB,Medium,1987,40-44,7.196116366312913,7.167113354920162,14.363229721233077
UZB,UZB,Medium,1987,45-49,8.328207233559931,8.077588268504321,16.405795502064258
UZB,UZB,Medium,1987,50-54,7.567364895965055,7.949495794780052,15.51686069074511
UZB,UZB,Medium,1987,55-59,6.808344606418086,7.489790576336249,14.298135182754336
UZB,UZB,Medium,1987,60-64,4.539994625019931,6.172524716384563,10.712519341404494
UZB,UZB,Medium,1987,65-69,2.1172447912331673,4.011625650688469,6.128870441921636
UZB,UZB,Medium,1987,70-74,1.739806290130594,3.261540884444948,5.001347174575542
UZB,UZB,Medium,1987,75-79,1.4860923393497678,2.576001546309565,4.0620938856593325
UZB,UZB,Medium,1987,80-84,1.0984453772664413,1.8308338138391698,2.9292791911056115
UZB,UZB,Medium,1987,85-89,0.5669814172097636,0.9389288146063078,1.5059102318160713
UZB,UZB,Medium,1987,90-94,0.16857688377508115,0.28561227140039286,0.45418915517547404
UZB,UZB,Medium,1987,95-99,0.04804715742775114,0.0907030493986741,0.13875020682642525
UZB,UZB,Medium,1987,100+,0.00923503805104827,0.018495035664396673,0.027730073715444944
UZB,UZB,Medium,1988,0-4,39.053927616266535,37.881077783783404,76.93500540004995
UZB,UZB,Medium,1988,5-9,32.699797124586226,31.792442156289578,64.49223928087581
UZB,UZB,Medium,1988,10-14,28.265506245907343,27.578718929656958,55.8442251755643
UZB,UZB,Medium,1988,15-19,24.649913970235044,24.443498390012966,49.09341236024801
UZB,UZB,Medium,1988,20-24,22.728526864371,22.976250520199795,45.7047773845708
UZB,UZB,Medium,1988,25-29,21.496622707485763,21.877954900307156,43.37457760779292
