Year,rcp45_ndvi,rcp85_ndvi
1982,0.12712154732094155,0.12712154732094155
1983,0.133505460378286,0.133505460378286
1984,0.13173563845522768,0.13173563845522768
1985,0.13977684845795502,0.13977684845795502
1986,0.13181874558732315,0.13181874558732315
1987,0.13095951939488318,0.13095951939488318
1988,0.142727568342879,0.142727568342879
1989,0.11468234362902945,0.11468234362902945
1990,0.1482267981176978,0.1482267981176978
1991,0.14295944866833385,0.14295944866833385
1992,0.13590998262972445,0.13590998262972445
1993,0.137317520004135,0.137317520004135
1994,0.15168277637378588,0.15168277637378588
1995,0.16853509507737718,0.16853509507737718
1996,0.14686830194146785,0.14686830194146785
1997,0.1669155670715882,0.1669155670715882
1998,0.16794637731603673,0.16794637731603673
1999,0.1617895762125651,0.1617895762125651
2000,0.1582963616998346,0.1582963616998346
2001,0.17112061784074112,0.17112061784074112
2002,0.17072916460466814,0.17072916460466814
2003,0.15620126810159768,0.15620126810159768
2004,0.15739978755916562,0.15739978755916562
2005,0.16291460260614618,0.16291460260614618
2006,0.15908016170467346,0.15908016170467346
2007,0.16227840732883764,0.16227840732883764
2008,0.1424846735086527,0.1424846735086527
2009,0.1619702588330518,0.1619702588330518
2010,0.15538308427140518,0.15538308427140518
2011,0.13646510699847794,0.13646510699847794
2012,0.15735878815522064,0.15735878815522064
2013,0.15296717806979346,0.15296717806979346
2014,0.13935238606220968,0.13935238606220968
2015,0.13606056007179054,0.13606056007179054
2016,0.1422649589744774,0.1422649589744774
2017,0.1451544375032992,0.1451544375032992
2018,0.13787261000624648,0.13787261000624648
2019,0.13368848337214145,0.13368848337214145
2020,0.13360536905450976,0.13360536905450976
2021,0.13505769131207165,0.13439896705887008
2022,0.13367349945393167,0.13308147530503278
2023,0.13363711805111433,0.13472670339710893
2024,0.13540573433783706,0.1342117801002575
2025,0.1359120968039413,0.13549931337845464
2026,0.13347513109444276,0.13475254791589386
2027,0.1365346511411079,0.1383144801021459
2028,0.13676384055584045,0.13780609444624614
2029,0.13634707777033375,0.13832878981576502
2030,0.1348567073016901,0.13703229976412692
2031,0.1372872518912923,0.14120352789814958
2032,0.1371656776814529,0.13982232630731165
2033,0.13706279335800034,0.1409719631286181
2034,0.14045040283242444,0.1415631596905211
2035,0.13775222546201493,0.14047753829128115
2036,0.14036771567320502,0.1435153055112085
2037,0.1394096031007316,0.14004418635199514
2038,0.1425187190961366,0.1428064387021985
2039,0.13938503170056946,0.14502309958035808
2040,0.14139741324181498,0.14417853919849133
2041,0.1405987066970636,0.1435345650291648
2042,0.13900473944275565,0.1444656329761964
2043,0.13960728459179209,0.14402336016561454
2044,0.13883074199816015,0.14406762666956474
2045,0.14162827976991058,0.14388773483677805
2046,0.1417481130600573,0.14758877203208454
2047,0.1420270921678098,0.14697883998984027
2048,0.1437976297693291,0.14807742977108165
2049,0.14581592585877234,0.14876254968839753
2050,0.14489690617181328,0.1503052362134027
2051,0.14451282769336884,0.1489009509210588
2052,0.14340522815506612,0.14981078951632595
2053,0.14457403949454886,0.15135328272521734
2054,0.14638276228718125,0.15153983593311682
2055,0.14411443907291627,0.15236491057920598
2056,0.14552421181094874,0.15308569012143672
2057,0.14522241487988036,0.15626480225107672
2058,0.14702844408045246,0.15533789143437068
2059,0.1483043633936338,0.15529933394058226
2060,0.14653385033500252,0.1541500685604137
2061,0.1477098463579803,0.15817291048651946
2062,0.14641897369669085,0.15790640884022208
2063,0.14733451884760204,0.15774968040794854
2064,0.14719171110485366,0.15915453630569878
2065,0.1482486795016217,0.15775039269779473
2066,0.1476167567394312,0.16060441722189342
2067,0.14645049388782694,0.15934175044050874
2068,0.148501477983867,0.16051157208535466
2069,0.14774015502642726,0.16147795361187384
2070,0.14910335750699275,0.16328838875735635
2071,0.14745007557050527,0.16376366955724034
2072,0.1494090027379346,0.16233635243295086
2073,0.150204883789526,0.1621885744194782
2074,0.1508832870331244,0.16677910576720065
2075,0.1498766272707397,0.16576461231042344
2076,0.15075405882066206,0.16829404845685414
2077,0.14930329377570667,0.1682650966703669
2078,0.1483920685985501,0.1675929835015629
2079,0.15044982962725895,0.17100915833341196
2080,0.15110414931015814,0.1703096213019762
2081,0.14968060744378814,0.1702264007079946
2082,0.14774486342406035,0.16991942082393308
2083,0.1503627791078952,0.1723344416932554
2084,0.15024614522521848,0.17224168002965956
2085,0.15074420727948573,0.17242030315308912
2086,0.15151600646221106,0.17339630415167231
2087,0.1497337819540746,0.17225968235587527
2088,0.15049881824707734,0.17480039175464324
2089,0.14983418539575738,0.1761884982801246
2090,0.15062075826080226,0.1749185344549701
2091,0.14917970408802078,0.1769707866147674
2092,0.15026119615272418,0.17605602172735335
2093,0.15223763828223666,0.18070839709707776
2094,0.15134224218236764,0.1800208698545507
2095,0.1510349501601076,0.18027521100109795
2096,0.1494132228399871,0.18166112351794067
2097,0.15132899888843224,0.180785595804464
2098,0.1514003358328265,0.17900231874085765
2099,0.1507788819062072,0.1812859074638244
