Year,rcp45_ndvi,rcp85_ndvi
1982,0.09547363957272301,0.09547363957272301
1983,0.10765055161488207,0.10765055161488207
1984,0.10575096516669552,0.10575096516669552
1985,0.11520945874950556,0.11520945874950556
1986,0.10653184335443038,0.10653184335443038
1987,0.10800566854356212,0.10800566854356212
1988,0.09905840475347978,0.09905840475347978
1989,0.08531335033947908,0.08531335033947908
1990,0.10860295838947537,0.10860295838947537
1991,0.10396291032622132,0.10396291032622132
1992,0.10021639473830596,0.10021639473830596
1993,0.09716296497779556,0.09716296497779556
1994,0.11465787283981906,0.11465787283981906
1995,0.13500525076178055,0.13500525076178055
1996,0.11342468744591826,0.11342468744591826
1997,0.1140965570377398,0.1140965570377398
1998,0.1212733667108077,0.1212733667108077
1999,0.12012274054032338,0.12012274054032338
2000,0.1142587661743164,0.1142587661743164
2001,0.12614326235614245,0.12614326235614245
2002,0.1176786664166028,0.1176786664166028
2003,0.10923488230644902,0.10923488230644902
2004,0.11007418813584728,0.11007418813584728
2005,0.10776726203628734,0.10776726203628734
2006,0.11534136760083935,0.11534136760083935
2007,0.10746948628485956,0.10746948628485956
2008,0.09843329538272906,0.09843329538272906
2009,0.10981464385986328,0.10981464385986328
2010,0.12718162053748022,0.12718162053748022
2011,0.09939657283734672,0.09939657283734672
2012,0.10445137265362316,0.10445137265362316
2013,0.11465556712090215,0.11465556712090215
2014,0.09964598281474052,0.09964598281474052
2015,0.10613053961645197,0.10613053961645197
2016,0.11155113992811758,0.11155113992811758
2017,0.11085609242885927,0.11085609242885927
2018,0.10981086537807802,0.10981086537807802
2019,0.1039450311686182,0.1039450311686182
2020,0.10242508461087173,0.10242508461087173
2021,0.10219361076973132,0.1038299541653206
2022,0.1012404932953112,0.10342932402877728
2023,0.1017633945572925,0.10300202741380764
2024,0.10227713222755813,0.10302167504619544
2025,0.0999574189175476,0.10193841865445992
2026,0.10050456745581728,0.10471311666600636
2027,0.10384260213298996,0.10626377390930004
2028,0.10221011907720662,0.1041368645939806
2029,0.10048195654887404,0.1040986152153286
2030,0.1003982501361678,0.10377363457413646
2031,0.10254379850733944,0.10569941618320733
2032,0.10229503008182328,0.10271023955619424
2033,0.10234250340052524,0.10405753618459596
2034,0.1028323927228961,0.10544362900284246
2035,0.10172883151679332,0.1043207907828903
2036,0.10193525310350696,0.1047699445306696
2037,0.1017709363102966,0.1045797537075821
2038,0.10158008635182178,0.10528803131545876
2039,0.09959099108182932,0.10642155396368913
2040,0.0992235340905982,0.10467497363700036
2041,0.10138335010263703,0.10462656107498036
2042,0.09999101069049772,0.10494710324124888
2043,0.09902173526989436,0.10383562603957364
2044,0.09758946085173696,0.10243810806321232
2045,0.1003579626782728,0.10457368549120066
2046,0.09912350901549176,0.10645757411463848
2047,0.10108455819257367,0.10651358338403127
2048,0.09880732514322403,0.1070863250997667
2049,0.09951172751655957,0.10637013370054382
2050,0.10011908958676992,0.1081048462639175
2051,0.10046779938562957,0.10733534173230468
2052,0.09967371016363673,0.10692122797865623
2053,0.0997773245919888,0.10708428604143973
2054,0.09953604122050436,0.11102454197379932
2055,0.09973680630086296,0.11070272267718867
2056,0.09826642431350754,0.10987147106383446
2057,0.09638492165269702,0.1109181023039918
2058,0.09916640026070696,0.11146152545295536
2059,0.10055109629226087,0.11057309997586713
2060,0.09956802395677564,0.10954632186888304
2061,0.0980571619723266,0.11256702660937797
2062,0.09700971446685512,0.11040952994876548
2063,0.09642378898496562,0.11086841627784627
2064,0.09579357185881167,0.11142900431708994
2065,0.09695636918442008,0.11024666578884036
2066,0.09605144618614984,0.1119076104257498
2067,0.09461341644430638,0.11111628100643478
2068,0.09493778804053256,0.11479316984335755
2069,0.09175243418872747,0.11415811783941565
2070,0.09431987144883844,0.1144357815501336
2071,0.09435098924424996,0.11487942946611507
2072,0.0945148246932022,0.11398325993514033
2073,0.09445800229332413,0.1133992204105908
2074,0.0950755292657127,0.11675269909204908
2075,0.0945668107390285,0.11466348226153784
2076,0.09439215976559448,0.11689076922123945
2077,0.09323601427832352,0.11686605579229442
2078,0.09199165178979538,0.11636835689750455
2079,0.09334381333932162,0.11880585232306146
2080,0.09292751896661697,0.11545697660449215
2081,0.0907134285014748,0.11564509986847528
2082,0.0903054051283992,0.11702508785228692
2083,0.08905747613898163,0.1192821115331475
2084,0.08870648581485749,0.11626683067851393
2085,0.08973846863726481,0.117420975884106
2086,0.09074640047420864,0.1194427575352964
2087,0.0885773854615865,0.11501602449262276
2088,0.08756838117363105,0.1174653456351035
2089,0.08574630637428693,0.1163267106081924
2090,0.0861308673040779,0.1197238827138766
2091,0.0861558418318758,0.11903111281394585
2092,0.0887853592547043,0.1184922937844244
2093,0.0845648144794161,0.1223829106502815
2094,0.08387735883012347,0.12082566864573488
2095,0.08448465252992582,0.12176835861359868
2096,0.08157108166405905,0.1235427798261429
2097,0.08348123178070721,0.12129526537245675
2098,0.08213501611126514,0.1212741002510708
2099,0.0805735198824089,0.12067880669990222
