Year,rcp45_ndvi,rcp85_ndvi
1982,0.09199217944786857,0.09199217944786857
1983,0.10437973277445098,0.10437973277445098
1984,0.09590525362925667,0.09590525362925667
1985,0.10093882887009056,0.10093882887009056
1986,0.100820717522211,0.100820717522211
1987,0.10897774809583197,0.10897774809583197
1988,0.0958546392731008,0.0958546392731008
1989,0.07666271951183899,0.07666271951183899
1990,0.1078696607390096,0.1078696607390096
1991,0.10327394027508656,0.10327394027508656
1992,0.10086311199419733,0.10086311199419733
1993,0.1029156875274846,0.1029156875274846
1994,0.12076883307652404,0.12076883307652404
1995,0.12317015313221473,0.12317015313221473
1996,0.1086494291468262,0.1086494291468262
1997,0.11919862718674418,0.11919862718674418
1998,0.11559238618365902,0.11559238618365902
1999,0.11749986901866205,0.11749986901866205
2000,0.1163215737858674,0.1163215737858674
2001,0.11949275812771412,0.11949275812771412
2002,0.12882371565282816,0.12882371565282816
2003,0.10900726586763756,0.10900726586763756
2004,0.11608704203770888,0.11608704203770888
2005,0.11014493809736076,0.11014493809736076
2006,0.10745642535395022,0.10745642535395022
2007,0.10892097385913108,0.10892097385913108
2008,0.10086220612941127,0.10086220612941127
2009,0.11125044877212513,0.11125044877212513
2010,0.10285174018370023,0.10285174018370023
2011,0.09719344703587084,0.09719344703587084
2012,0.09599263938561592,0.09599263938561592
2013,0.10221152863380882,0.10221152863380882
2014,0.09543928349343116,0.09543928349343116
2015,0.09437314103125688,0.09437314103125688
2016,0.11102714974731336,0.11102714974731336
2017,0.11388169744083936,0.11388169744083936
2018,0.10831830537203853,0.10831830537203853
2019,0.11298402967191858,0.11298402967191858
2020,0.1125766601008718,0.1125766601008718
2021,0.11497540106067405,0.1147111451209034
2022,0.11485381862381025,0.1153175908265559
2023,0.1149569362588019,0.11323258727936998
2024,0.11418595221975927,0.1137512166682312
2025,0.1147153943342548,0.11618105990230718
2026,0.11402185849962898,0.11568030163178107
2027,0.11543296068821575,0.11751426771917085
2028,0.11530764840650745,0.11761928115431874
2029,0.11701895357330334,0.11841529111886033
2030,0.11485321581912547,0.11724920597867206
2031,0.11691078799050625,0.11881806503303075
2032,0.11479842884352875,0.1181383543744372
2033,0.11901345242600395,0.1197566635770938
2034,0.11922374740829833,0.12059988233644885
2035,0.1187757585746758,0.1179480219190322
2036,0.11996751353999087,0.12223914819521473
2037,0.1220869801103073,0.11935440693572165
2038,0.11985767010710408,0.12116066560992075
2039,0.11933335275954507,0.1219544380447215
2040,0.12038695212005698,0.12119677005558732
2041,0.1210488338409082,0.12324890796383033
2042,0.12097738780702635,0.1233398791598322
2043,0.11924527938446615,0.12489900243078315
2044,0.1203320172372522,0.12363322923734035
2045,0.12247558999800487,0.12330533100295175
2046,0.12117697138487785,0.12533571171160812
2047,0.12075877692831287,0.12517524355670387
2048,0.12314840733645525,0.1257336060652411
2049,0.1246331325742232,0.12673675160562667
2050,0.12457520354155747,0.12700466898235244
2051,0.12496075210535434,0.12599897159543547
2052,0.12522343037641062,0.12853003289811374
2053,0.12694226612126214,0.12982505829837598
2054,0.12651769943309246,0.1291665420114852
2055,0.12539132154518104,0.13065776338346816
2056,0.12593574520120498,0.13073575626536688
2057,0.1254328155212456,0.13172785678647853
2058,0.12665109391495574,0.13089663990586706
2059,0.12680304806934975,0.13198397960771932
2060,0.12738382264947942,0.13118418367829368
2061,0.12737095588974365,0.133558821523642
2062,0.12662235129502156,0.1329787142163363
2063,0.12726289118123893,0.13598470539882007
2064,0.12703841862003,0.13456401042382493
2065,0.12951577107637666,0.13594168194840456
2066,0.12744342330259015,0.13604730805784754
2067,0.12870618146074064,0.13684123081187716
2068,0.1284386399640866,0.1381118837279419
2069,0.13073456445412374,0.13736696768132134
2070,0.13106480764463407,0.13981883385330207
2071,0.12957157804673755,0.13841031691832514
2072,0.13080724396676788,0.13805260197334002
2073,0.13091001152412618,0.1403087862456764
2074,0.13283629847993916,0.14009351241153511
2075,0.1299475932051836,0.13910079749585005
2076,0.13068715167185882,0.14158683478907705
2077,0.13209201589064648,0.1435057238173119
2078,0.13194344436291094,0.1422333420140661
2079,0.13118026038713332,0.14449415143345468
2080,0.1334875481945382,0.144875813433993
2081,0.13449746872652085,0.14596996234304427
2082,0.1316869052798144,0.1450060398319815
2083,0.13246500934746555,0.1475800826853195
2084,0.13353513248820334,0.14683478457913282
2085,0.13290601878735647,0.14663629532868452
2086,0.13377843991200425,0.14720938333786848
2087,0.133024659061237,0.1488290630564017
2088,0.1336618755432139,0.1486797336338492
2089,0.13362555912711765,0.14907356373255368
2090,0.1340585378187539,0.14798602922925674
2091,0.13290338090265666,0.14970406102329625
2092,0.13322391484421628,0.15164107665177914
2093,0.13312179836069424,0.1512621562137557
2094,0.13271101866645474,0.1518253384020445
2095,0.13488141121693048,0.1523688314825197
2096,0.13448570249930678,0.15262505890997194
2097,0.13313368135602838,0.1536872698936219
2098,0.13590322041689953,0.15336496252718496
2099,0.1351049539093053,0.15454577124411306
