Year,rcp45_ndvi,rcp85_ndvi
1982,0.08998667437504425,0.08998667437504425
1983,0.10000432870179143,0.10000432870179143
1984,0.09465299416164616,0.09465299416164616
1985,0.09535681733191914,0.09535681733191914
1986,0.08928435518662375,0.08928435518662375
1987,0.08970224317106956,0.08970224317106956
1988,0.09817145310139727,0.09817145310139727
1989,0.08518273160536842,0.08518273160536842
1990,0.09818764539643716,0.09818764539643716
1991,0.09849327064352814,0.09849327064352814
1992,0.09366056782241314,0.09366056782241314
1993,0.097793993993108,0.097793993993108
1994,0.10537037460465444,0.10537037460465444
1995,0.10329107647575997,0.10329107647575997
1996,0.0942511140759978,0.0942511140759978
1997,0.11882437391943802,0.11882437391943802
1998,0.10356667970962756,0.10356667970962756
1999,0.10748887998459923,0.10748887998459923
2000,0.11144827067671946,0.11144827067671946
2001,0.10560680516176714,0.10560680516176714
2002,0.11039902148289983,0.11039902148289983
2003,0.09521539117634477,0.09521539117634477
2004,0.09592329987586444,0.09592329987586444
2005,0.0999268477056682,0.0999268477056682
2006,0.0959020078722444,0.0959020078722444
2007,0.10646831593124527,0.10646831593124527
2008,0.0999284381232593,0.0999284381232593
2009,0.1000683141979206,0.1000683141979206
2010,0.09302810599796722,0.09302810599796722
2011,0.08434496185210537,0.08434496185210537
2012,0.09289317404755652,0.09289317404755652
2013,0.08487021454871603,0.08487021454871603
2014,0.0887565094178537,0.0887565094178537
2015,0.08585222826263336,0.08585222826263336
2016,0.09847916433098093,0.09847916433098093
2017,0.09103110045464738,0.09103110045464738
2018,0.0992829360270428,0.0992829360270428
2019,0.09733265694449042,0.09733265694449042
2020,0.10008964124366768,0.10008964124366768
2021,0.1004957860259107,0.10067658016113548
2022,0.10062438579581563,0.1003948269128958
2023,0.10056734864318476,0.10054488250504932
2024,0.10073856305320784,0.10079319879975793
2025,0.10111460802149,0.10096445993049294
2026,0.10117181652958372,0.1009471234342276
2027,0.1009697688733481,0.10153452944463784
2028,0.10157945801052023,0.1018111438264664
2029,0.10155571715965958,0.10199774617535194
2030,0.10158713913418778,0.10154631874809812
2031,0.10196131899695693,0.1022776101443874
2032,0.1017604411050954,0.10252876155285626
2033,0.10259427381821276,0.1024337311239121
2034,0.10276132957887707,0.10296935483235052
2035,0.1025739355163444,0.1026624127934753
2036,0.1031077403845167,0.10327821546979332
2037,0.10330435784404007,0.10311250716620662
2038,0.102951420996513,0.10319590445036247
2039,0.1030414465099358,0.10348875115849143
2040,0.10374383794616474,0.10360199604756154
2041,0.10360868194903183,0.10361733967848258
2042,0.1037337779634516,0.1039946491354938
2043,0.1035956472566087,0.10435336874849484
2044,0.10395555005131188,0.10419679302373888
2045,0.10417373017469883,0.10413964965454316
2046,0.1043402056083646,0.10496020882575438
2047,0.1046619460553605,0.10508681603110227
2048,0.10478861699385386,0.1050030825408626
2049,0.10489602099540407,0.10510084921683163
2050,0.1048874730683665,0.10531311671573244
2051,0.1054930644225475,0.10533535488931037
2052,0.10517174665081216,0.10597235390592513
2053,0.10555842064998942,0.1064053058425246
2054,0.10586685430343892,0.1064049347859977
2055,0.10577942193949784,0.10663967272211178
2056,0.10581357685771536,0.1068115146362979
2057,0.1055934805046061,0.1073502674196108
2058,0.10609682109417387,0.1070659605719391
2059,0.10625800238804536,0.10765959271104486
2060,0.10613891940507053,0.10719902514291592
2061,0.1066289082880386,0.10827473974609624
2062,0.10652491831163237,0.10835619232902384
2063,0.10715198619967906,0.10836925269378203
2064,0.10670391837396766,0.10819317936062604
2065,0.10760845609479842,0.10895445354198002
2066,0.1073151841169845,0.10880792803474144
2067,0.10702766512348558,0.10873634649398176
2068,0.10752200363628203,0.1093523134757892
2069,0.10779413043315908,0.10939930441734297
2070,0.1080411457935799,0.10994513545632732
2071,0.10799197028725202,0.10989775302470016
2072,0.10809647444171323,0.11012920643907118
2073,0.10836018161794833,0.11044037711064657
2074,0.1088557612450164,0.11025001069787442
2075,0.10881772563059527,0.11036793502934282
2076,0.10861014810966373,0.11103466452841312
2077,0.10918841127154078,0.11145284497614363
2078,0.10915163809944996,0.1115322306110088
2079,0.10925354942735464,0.11166677808470578
2080,0.10952431335427924,0.11142704109187464
2081,0.10991489140566746,0.11203171582093416
2082,0.10923402909462844,0.11195374898324817
2083,0.10934073146085904,0.11244281874220796
2084,0.10991808439009654,0.1125056466860069
2085,0.10995726569532972,0.11288836365350845
2086,0.11006891459101964,0.11273452972475052
2087,0.11016894504017156,0.11342174667411548
2088,0.11012590909669824,0.11346785853688425
2089,0.1102146573255823,0.1138127280622424
2090,0.11068567803956693,0.113755212601046
2091,0.1103177098136542,0.11377841862265588
2092,0.11070481682610248,0.11435457668671944
2093,0.1105417489181714,0.11428684581442172
2094,0.11078802573481668,0.11430957252646773
2095,0.11122069409012593,0.11482574911847952
2096,0.1110582020283618,0.11488880971681645
2097,0.11114793472477964,0.11523317453678228
2098,0.1114746617979266,0.11520696219446384
2099,0.11120702226392824,0.11508591020734625
