Year,rcp45_smi,rcp85_smi
1979,0.0946182061401335,0.0946182061401335
1980,0.08706882042195348,0.08706882042195348
1981,0.09262331005381806,0.09262331005381806
1982,0.07946279607939714,0.07946279607939714
1983,0.08984068452823486,0.08984068452823486
1984,0.07304702988699445,0.07304702988699445
1985,0.08340000734422498,0.08340000734422498
1986,0.08297739979327749,0.08297739979327749
1987,0.07713387650911561,0.07713387650911561
1988,0.10841745955900577,0.10841745955900577
1989,0.11560970974951675,0.11560970974951675
1990,0.11227067689746896,0.11227067689746896
1991,0.10869741780147203,0.10869741780147203
1992,0.1142659763353324,0.1142659763353324
1993,0.11122536715962034,0.11122536715962034
1994,0.11319492470168765,0.11319492470168765
1995,0.12058129185821025,0.12058129185821025
1996,0.11027067438055528,0.11027067438055528
1997,0.1105994946295516,0.1105994946295516
1998,0.1106606749923589,0.1106606749923589
1999,0.12382513374491973,0.12382513374491973
2000,0.12103202107908735,0.12103202107908735
2001,0.11746785352698336,0.11746785352698336
2002,0.14362519335059806,0.14362519335059806
2003,0.15768580243854086,0.15768580243854086
2004,0.14613200708762886,0.14613200708762886
2005,0.13200770072321902,0.13200770072321902
2006,0.1232835536213612,0.1232835536213612
2007,0.13582645570541732,0.13582645570541732
2008,0.12276517427884615,0.12276517427884615
2009,0.13583899187153053,0.13583899187153053
2010,0.13589426716767447,0.13589426716767447
2011,0.11481472804941514,0.11481472804941514
2012,0.10465231806457342,0.10465231806457342
2013,0.12228210433084688,0.12228210433084688
2014,0.12603938853712332,0.12603938853712332
2015,0.1422910355021643,0.1422910355021643
2016,0.14935146233974358,0.14935146233974358
2017,0.1289712622025137,0.1289712622025137
2018,0.12304681853078328,0.12304681853078328
2019,0.1260040074171421,0.1260040074171421
2020,0.1234642706232352,0.1234642706232352
2021,0.12436184881047672,0.12314591975441405
2022,0.12211206829658636,0.12169449179007255
2023,0.12084141029352573,0.119345081146822
2024,0.12029360586420013,0.11850822634667205
2025,0.12011305989731792,0.12024223618469898
2026,0.1180694900099335,0.11906901212659808
2027,0.11820100233185735,0.12023408187617388
2028,0.1186391708757466,0.12042266986828445
2029,0.11930037907255715,0.11976426084350154
2030,0.11691793286926573,0.11807909382635146
2031,0.11838296797728735,0.1193367181311128
2032,0.11728859986302773,0.11975613793619667
2033,0.12087201321600415,0.12059793910975194
2034,0.12089097962746476,0.1206207381679389
2035,0.12002777283095127,0.11816683710726192
2036,0.12077032821341725,0.12236867838850958
2037,0.12214032130442498,0.119647110700159
2038,0.12015711357046893,0.1198102581315606
2039,0.11940489357783685,0.12049638028039444
2040,0.12065310894307575,0.1206261346873042
2041,0.12022492263801599,0.12152221784034345
2042,0.12013112808450999,0.12177050142226478
2043,0.11994500223243512,0.12287383275293486
2044,0.12030182623934566,0.12330970590744406
2045,0.12185501608568346,0.1213539794694254
2046,0.12070188099692927,0.12218715048502715
2047,0.11976150760588898,0.12294148513616622
2048,0.1206468196331513,0.1220588971235485
2049,0.12231894319711585,0.12386249750937768
2050,0.12253713543486958,0.12314258392144567
2051,0.12229705963638347,0.12343826465323735
2052,0.12227171005424105,0.1253304587490282
2053,0.12355067775274302,0.12530170209264446
2054,0.12372087192379908,0.12530141807839612
2055,0.12359891038708608,0.12603254429410213
2056,0.12230658164482708,0.12591967194258033
2057,0.1216852634863641,0.127467471995849
2058,0.1224770933802502,0.12571101794105605
2059,0.12263646318388274,0.12668704088282687
2060,0.12253265869676395,0.12605490969656902
2061,0.1230762729319892,0.12968057689564444
2062,0.12244806025692305,0.12741826017613114
2063,0.12426552897685095,0.12912873273886236
2064,0.12273512278027247,0.12794696928635196
2065,0.12530869631638825,0.12919688862389708
2066,0.12243845317470554,0.1286953433952187
2067,0.1232767449370436,0.13037231604974858
2068,0.12277384893582485,0.13024335372811846
2069,0.12417223831154385,0.13039477241049596
2070,0.12481428590536915,0.13114698442396355
2071,0.12465905338289472,0.13042723143831764
2072,0.12544829552222195,0.1309243325397725
2073,0.12516666454517644,0.13185140437276335
2074,0.12712729609109324,0.13078100839770967
2075,0.12369737245523713,0.1296425830157043
2076,0.12346455107778505,0.132901372711414
2077,0.1273620988647121,0.1329944389723456
2078,0.12611919273008676,0.13274437522201446
2079,0.12526630041543044,0.1342063460082397
2080,0.12717467044928546,0.13449731381330954
2081,0.12786624217068598,0.13543078757909374
2082,0.12469403441879105,0.13408160496741225
2083,0.12514255029291044,0.13691414495086712
2084,0.12664598803232502,0.13504883032706474
2085,0.12385066769535975,0.13594031106900026
2086,0.12630384632605868,0.13590194570339878
2087,0.12534273327768858,0.13664616413927094
2088,0.12504602223689745,0.13630746491882811
2089,0.1256179347136845,0.13676846210127208
2090,0.1265441024167714,0.13583591344784054
2091,0.12468738508851016,0.13685711433708792
2092,0.12476702069407665,0.13882775118749455
2093,0.1252189045667384,0.13798452800003602
2094,0.12465172899692285,0.1377717344000703
2095,0.12608694545841953,0.1394881566419558
2096,0.12541487257383127,0.13846046594220554
2097,0.1250046321753849,0.13936719905225395
2098,0.12758005755762813,0.1388371140704553
2099,0.1263299918029422,0.1401963161473858
