Year,rcp45_ndvi,rcp85_ndvi
1982,0.12610450755734284,0.12610450755734284
1983,0.1260437944570483,0.1260437944570483
1984,0.13977079655232216,0.13977079655232216
1985,0.13205409154100708,0.13205409154100708
1986,0.12295596637753592,0.12295596637753592
1987,0.10857817803928424,0.10857817803928424
1988,0.12275849054994542,0.12275849054994542
1989,0.10954209151399882,0.10954209151399882
1990,0.1370205386410287,0.1370205386410287
1991,0.1375448790526633,0.1375448790526633
1992,0.11638238232208653,0.11638238232208653
1993,0.1263442171366107,0.1263442171366107
1994,0.13828237608530636,0.13828237608530636
1995,0.12864147558309452,0.12864147558309452
1996,0.13019829407182495,0.13019829407182495
1997,0.13453285628184133,0.13453285628184133
1998,0.15780553026490854,0.15780553026490854
1999,0.14783301207696506,0.14783301207696506
2000,0.13054251636133096,0.13054251636133096
2001,0.13031601107623728,0.13031601107623728
2002,0.14295619648096342,0.14295619648096342
2003,0.1057909392200009,0.1057909392200009
2004,0.11378155837413005,0.11378155837413005
2005,0.12496650618063135,0.12496650618063135
2006,0.1256304967177834,0.1256304967177834
2007,0.10970763938048694,0.10970763938048694
2008,0.14872706162009872,0.14872706162009872
2009,0.13948623235222207,0.13948623235222207
2010,0.11228831817316004,0.11228831817316004
2011,0.12809941098853142,0.12809941098853142
2012,0.13649433252592796,0.13649433252592796
2013,0.12951218162214564,0.12951218162214564
2014,0.13885983351883754,0.13885983351883754
2015,0.11420710534508052,0.11420710534508052
2016,0.109733914704302,0.109733914704302
2017,0.12356799485207992,0.12356799485207992
2018,0.13212750919347593,0.13212750919347593
2019,0.13103438015512958,0.13103438015512958
2020,0.13653807517432426,0.13653807517432426
2021,0.1339078052760405,0.13567922061436505
2022,0.13401818931694415,0.13447109614574476
2023,0.13461701908214946,0.13739691645413604
2024,0.1350121038346907,0.13755505729296216
2025,0.14126108200805226,0.13946074192654945
2026,0.13479911758428234,0.13780735137092806
2027,0.13441784365384585,0.13548333701802653
2028,0.13293264041735606,0.1367967548084114
2029,0.13507848699762726,0.13670178183069198
2030,0.13575206558185035,0.1369179470692718
2031,0.13740786638202535,0.1362718648478501
2032,0.13575427197369544,0.1382957508276033
2033,0.135155816107562,0.13705997045873272
2034,0.1375545212055283,0.1387900086702223
2035,0.13664795940777585,0.13737289449945955
2036,0.13820114512042836,0.13850838930854414
2037,0.13482526035245512,0.13884896936761204
2038,0.13299047406377362,0.13592365798494546
2039,0.13969717236770512,0.13855981235530596
2040,0.13912514302495693,0.13820143783415678
2041,0.1370247757521135,0.13657114703010026
2042,0.13584279333160748,0.1384428643566866
2043,0.13902769445841806,0.14355129201976893
2044,0.13801749784513548,0.13994872402432088
2045,0.13651576317773528,0.13616860847830015
2046,0.13941779718939667,0.14009154805131488
2047,0.13852037188443778,0.14023572676791704
2048,0.13582394584822405,0.14041570821153349
2049,0.1395116604781814,0.14266494174804895
2050,0.13670495986548448,0.1406170011970041
2051,0.1388123737677939,0.1414071066031981
2052,0.1392454330110091,0.14245852416323654
2053,0.1328349283891114,0.13970119582279436
2054,0.13766039611274167,0.14207004856517808
2055,0.13803997945378818,0.1433718043441628
2056,0.1375343897652851,0.1406525764452605
2057,0.13747495189166406,0.14135876372378026
2058,0.13869236194653467,0.1419570908548754
2059,0.13456024029031538,0.13977456608972247
2060,0.1385790681652096,0.14393874336052853
2061,0.13832011400414113,0.14511271703522466
2062,0.1366355432387406,0.14400594214863538
2063,0.14027423345906212,0.14425963348028958
2064,0.13462289220169038,0.14185202147270165
2065,0.13753342685615144,0.14640003372455546
2066,0.13959186817754665,0.14682805556945872
2067,0.1387406272122989,0.14586087188400432
2068,0.13735304601399095,0.1437406388505379
2069,0.1385967319389977,0.14616273187601844
2070,0.13692566708862047,0.14545213604056878
2071,0.14123123832872067,0.15085698361479216
2072,0.13981604184353694,0.14819019047967508
2073,0.13768550226090828,0.14737510035907336
2074,0.1354616934860205,0.14806610943717813
2075,0.13717097802255804,0.1459667228401923
2076,0.13835952903780335,0.14852651581590687
2077,0.13515743507548791,0.14755842322653534
2078,0.13680654739295112,0.1469724531214014
2079,0.13793302074379735,0.15164131568312056
2080,0.13548387295005174,0.1506298156175964
2081,0.13772039859900126,0.14949519646833226
2082,0.1345889596387988,0.14903649951152864
2083,0.13575361922996934,0.1470127822839633
2084,0.13432773168021672,0.15060447511845027
2085,0.1405154765510834,0.14905818316932953
2086,0.13377385822492027,0.14950056025434705
2087,0.13752157327732348,0.15154115961296424
2088,0.13579928884914627,0.14803333264073013
2089,0.13362254594549475,0.15459461936616575
2090,0.13682246448694985,0.14926175879538411
2091,0.1343967010754766,0.15304809024100885
2092,0.13394616462813566,0.15611053272091274
2093,0.13391264963271127,0.1551836192864759
2094,0.13323388586585067,0.15230642334834565
2095,0.13386612733854433,0.15213669671941166
2096,0.13435902565276264,0.1537548267177077
2097,0.13152624838950128,0.15372076216705827
2098,0.12923416258286954,0.1528888356853986
2099,0.13235868167065112,0.15208393823546182
