Year,rcp45_smi,rcp85_smi
1979,0.11517065763473512,0.11517065763473512
1980,0.09620000918706258,0.09620000918706258
1981,0.10116906960805257,0.10116906960805257
1982,0.11569585402806598,0.11569585402806598
1983,0.12722235918045044,0.12722235918045044
1984,0.11382389068603516,0.11382389068603516
1985,0.13223467270533246,0.13223467270533246
1986,0.13339572151501974,0.13339572151501974
1987,0.05603297551472982,0.05603297551472982
1988,0.0,0.0
1989,0.0,0.0
1990,0.00031727373910446965,0.00031727373910446965
1991,0.05557562907536825,0.05557562907536825
1992,0.11147592465082803,0.11147592465082803
1993,0.11608055233955385,0.11608055233955385
1994,0.1193424661954244,0.1193424661954244
1995,0.1121725042661031,0.1121725042661031
1996,0.09503315885861714,0.09503315885861714
1997,0.07722453773021698,0.07722453773021698
1998,0.1103135347366333,0.1103135347366333
1999,0.10404136776924132,0.10404136776924132
2000,0.11734012762705485,0.11734012762705485
2001,0.0708109438419342,0.0708109438419342
2002,0.08428492148717244,0.08428492148717244
2003,0.11073779066403706,0.11073779066403706
2004,0.12105154991149902,0.12105154991149902
2005,0.13018420338630676,0.13018420338630676
2006,0.13710784912109375,0.13710784912109375
2007,0.11229394872983296,0.11229394872983296
2008,0.13235034545262656,0.13235034545262656
2009,0.1165462036927541,0.1165462036927541
2010,0.1309923529624939,0.1309923529624939
2011,0.12557420134544373,0.12557420134544373
2012,0.13895710309346518,0.13895710309346518
2013,0.14487173159917194,0.14487173159917194
2014,0.1471563975016276,0.1471563975016276
2015,0.15826924641927084,0.15826924641927084
2016,0.15101246039072672,0.15101246039072672
2017,0.1291434367497762,0.1291434367497762
2018,0.15491424997647604,0.15491424997647604
2019,0.1500371835311627,0.1500371835311627
2020,0.14116952407499073,0.14116952407499073
2021,0.1336613556512769,0.13337103172769002
2022,0.12633350835591545,0.12517192936733615
2023,0.12306482362585762,0.12265899166254195
2024,0.1213719486135303,0.121958471198956
2025,0.12046248564396447,0.11924699395743404
2026,0.11995984354388567,0.11997894343484401
2027,0.11916634537590487,0.11586130875653836
2028,0.1174041677967214,0.11537260248092285
2029,0.11740780190970697,0.11721455485674614
2030,0.11625603073193035,0.11358673967716575
2031,0.11657341261355385,0.1156251895864649
2032,0.11819772924336862,0.11388571918219507
2033,0.11577276390424775,0.1169734665625914
2034,0.11604509576653102,0.11586025121549764
2035,0.11683688405299128,0.11342732745254334
2036,0.11543382178964395,0.11521616598432025
2037,0.1154847480411316,0.11293613469460195
2038,0.11433215167745672,0.11548726967106016
2039,0.11718883487376908,0.11511993123227098
2040,0.11577200895054796,0.114004692838705
2041,0.11635268769247678,0.11508021299635952
2042,0.11689114166601287,0.11268959269399102
2043,0.11596982362636613,0.11502855374274835
2044,0.1161469125948521,0.11664782213223734
2045,0.11553065697689012,0.1133527334713278
2046,0.11659791606736705,0.11281098821709
2047,0.1185061121497321,0.11437349802963526
2048,0.11547165518922115,0.11496650483543144
2049,0.11606432632881858,0.11307088397834293
2050,0.11576780902614607,0.11410714818269413
2051,0.11580896151983172,0.11410671003700808
2052,0.11512935300508267,0.11563986045769155
2053,0.11478360297370567,0.11463501589271673
2054,0.11703660609796128,0.11547342465311485
2055,0.11465056814987035,0.11316406705489328
2056,0.11651406465933052,0.11348649966215088
2057,0.11536174331129295,0.11459351913856552
2058,0.11557283738746987,0.11439110567341478
2059,0.1150637443027894,0.11345958040504756
2060,0.11590689662451392,0.11177916712186972
2061,0.1168447761573257,0.11413176747539365
2062,0.11454564016907386,0.1129485567096032
2063,0.11489069141380198,0.11201191879480801
2064,0.11383780665632752,0.1122610516008422
2065,0.115771254501327,0.11199556362696593
2066,0.11465945616596428,0.11166849879186813
2067,0.1155404719956588,0.11301818913575838
2068,0.11524433378687553,0.11189533985064838
2069,0.11384935800647547,0.1128512763105616
2070,0.11398283378474795,0.1121541041192108
2071,0.11750886791985052,0.11163833953731904
2072,0.1140680761690635,0.11189136363608476
2073,0.11563613504677304,0.11206561305186444
2074,0.11515361224645658,0.11105056730021112
2075,0.11585261094784953,0.11162534728778556
2076,0.1157129640044287,0.10912659176719404
2077,0.11591225901040135,0.11202514248872283
2078,0.11358103576740596,0.11034225619110873
2079,0.11335549526160026,0.11180688805104153
2080,0.11476624796851492,0.11276654192218458
2081,0.11503584236275925,0.11042177233347628
2082,0.1137124791138648,0.110991003869776
2083,0.11520215097223968,0.10813910885276012
2084,0.11502616067652473,0.10972876321255216
2085,0.11703113110622587,0.10857824981682464
2086,0.11453663592957836,0.10860048981857318
2087,0.11356001182799227,0.10967777765000757
2088,0.11536162063878715,0.10778712674112743
2089,0.11495491281440592,0.1115161883201033
2090,0.11534062868700196,0.1112396331913106
2091,0.11612349452530182,0.10913633500888922
2092,0.11398093079918188,0.10832358032251801
2093,0.11494982300114473,0.11087882044694282
2094,0.11548273379350675,0.10903423900295972
2095,0.11422204511814515,0.1088392045273061
2096,0.11745271628348156,0.10805495457358444
2097,0.11477712154161585,0.11055337204929784
2098,0.11399515000083615,0.10858250823991317
2099,0.11476864627158508,0.10680297328778314
