Year,rcp45_smi,rcp85_smi
1979,0.14172962561766808,0.14172962561766808
1980,0.12740511247412264,0.12740511247412264
1981,0.12899282076381358,0.12899282076381358
1982,0.09751817480622782,0.09751817480622782
1983,0.09684107205845204,0.09684107205845204
1984,0.08473304243117853,0.08473304243117853
1985,0.08577861846057397,0.08577861846057397
1986,0.08096606498260979,0.08096606498260979
1987,0.07876790284358365,0.07876790284358365
1988,0.059167320419937275,0.059167320419937275
1989,0.05976115566698911,0.05976115566698911
1990,0.06159935839920766,0.06159935839920766
1991,0.0772921204190901,0.0772921204190901
1992,0.10164319829609868,0.10164319829609868
1993,0.10490581139405067,0.10490581139405067
1994,0.09549427935001603,0.09549427935001603
1995,0.09822770849763407,0.09822770849763407
1996,0.08818915815383478,0.08818915815383478
1997,0.09887425154917624,0.09887425154917624
1998,0.11461162867982305,0.11461162867982305
1999,0.09121822633953876,0.09121822633953876
2000,0.11653117953038745,0.11653117953038745
2001,0.07811404929176112,0.07811404929176112
2002,0.12340046253866202,0.12340046253866202
2003,0.12820599432623347,0.12820599432623347
2004,0.11778712949542215,0.11778712949542215
2005,0.11643811054410245,0.11643811054410245
2006,0.116558989515816,0.116558989515816
2007,0.11166508190263333,0.11166508190263333
2008,0.10149342630187796,0.10149342630187796
2009,0.1104057624889097,0.1104057624889097
2010,0.11700070017143754,0.11700070017143754
2011,0.10881848741405016,0.10881848741405016
2012,0.08016446712265256,0.08016446712265256
2013,0.1340557784312155,0.1340557784312155
2014,0.1301161227542143,0.1301161227542143
2015,0.1506157643411438,0.1506157643411438
2016,0.17556815643791895,0.17556815643791895
2017,0.14162782013228262,0.14162782013228262
2018,0.14341939210139615,0.14341939210139615
2019,0.13950950608529625,0.13950950608529625
2020,0.1388928531822455,0.1388928531822455
2021,0.13926586851987527,0.13774839171901618
2022,0.1367371421453894,0.13859085700761287
2023,0.1320378236765634,0.1292506816139688
2024,0.13086236509106036,0.13161130142964605
2025,0.12696767915196572,0.12963286011845046
2026,0.12668136629855428,0.13039805836291474
2027,0.12606828858460992,0.1281283840497708
2028,0.12508151285533498,0.1280854394757513
2029,0.1278767484962541,0.1275285314670403
2030,0.1242848806749724,0.12550467854400912
2031,0.12498171575214286,0.12703148683722268
2032,0.12022288472060084,0.12590119870187974
2033,0.1269964001572261,0.12497199950479145
2034,0.12398302805861515,0.12677746700280634
2035,0.1239597867705622,0.12299286091843747
2036,0.12505512154249449,0.1248474943611182
2037,0.13114238242220685,0.12220389269689876
2038,0.1237532574095874,0.12484428769922568
2039,0.12219708500156826,0.12628671507580133
2040,0.12480572103584385,0.12455780859839892
2041,0.12653775768310094,0.12771327657508802
2042,0.1277807593328054,0.1244686621168868
2043,0.1235925723217223,0.13195364196736314
2044,0.1265128601775301,0.12755176516688654
2045,0.12532186699152473,0.12714391204995665
2046,0.12477092057441325,0.1266206473717104
2047,0.12007977665640925,0.12701689108652225
2048,0.12405369557540545,0.13013685046849513
2049,0.127014760947241,0.1290639310116321
2050,0.12528359666694958,0.1289735892911012
2051,0.1287646478405438,0.12704972178118126
2052,0.12957179820740222,0.13192892949387358
2053,0.13124243595757418,0.13391166967279966
2054,0.1294830947925068,0.13049182885883515
2055,0.1280094112308518,0.1313904021316007
2056,0.12748413006834278,0.13465125690101928
2057,0.12757538628621345,0.130527102946152
2058,0.12905405285083965,0.13152388802328271
2059,0.12713899770914405,0.13284425653309184
2060,0.1295473450497837,0.13243519085008534
2061,0.13053174300481765,0.13252498010611266
2062,0.1284946803397963,0.13143129613008125
2063,0.12638421710945918,0.1414762279501408
2064,0.1280732847519706,0.13441267739688129
2065,0.13057723576538585,0.1372626029926042
2066,0.1282701603446847,0.13509414132723607
2067,0.13236792144368514,0.13867661715243235
2068,0.12893664734410307,0.13882697487665754
2069,0.1327993480447815,0.1388923851500738
2070,0.13465532011339448,0.14197396320134018
2071,0.13060865525374254,0.13995115349339438
2072,0.1313819304291385,0.13691919238920108
2073,0.12757581880017282,0.14247293849905995
2074,0.13411998923918467,0.136894836828581
2075,0.128392389012836,0.13767022025266007
2076,0.12970228855336174,0.14096022886547654
2077,0.1306019967734241,0.1459077854619403
2078,0.13215763419113627,0.14201005514691878
2079,0.12993119823656188,0.14312960658519633
2080,0.13329425442430712,0.1454744856635202
2081,0.13473205439387112,0.1458868289718877
2082,0.1313466863212142,0.1442857294877372
2083,0.13290104359539825,0.14921907932468415
2084,0.1335636728863622,0.1476540014931704
2085,0.13511712524069747,0.14523267419820046
2086,0.13373943671555327,0.14551713812974654
2087,0.13077402574256658,0.1484665929514878
2088,0.13244186417168508,0.14945000551660914
2089,0.13226318247068802,0.1490919732545284
2090,0.1305414555566613,0.14504195007084014
2091,0.13098924254315072,0.14566635287644894
2092,0.13232379511695327,0.15131217159318486
2093,0.13022103005195276,0.14840490665212766
2094,0.12942756777771527,0.14832716133236354
2095,0.13359957094297265,0.14944266128705153
2096,0.134129549769687,0.14973184203851775
2097,0.1301291283117183,0.15351166974696076
2098,0.13355269071567774,0.15131976041113165
2099,0.13328338626393274,0.1517789919911558
