Year,rcp45_ndvi,rcp85_ndvi
1982,0.08283284313995437,0.08283284313995437
1983,0.09354364304315477,0.09354364304315477
1984,0.08646027605635181,0.08646027605635181
1985,0.09558529005313576,0.09558529005313576
1986,0.08524027085842048,0.08524027085842048
1987,0.08744513719601739,0.08744513719601739
1988,0.08486770209214442,0.08486770209214442
1989,0.06874248915746398,0.06874248915746398
1990,0.0976505518557135,0.0976505518557135
1991,0.0908184386136239,0.0908184386136239
1992,0.08865316290604441,0.08865316290604441
1993,0.08763079535692259,0.08763079535692259
1994,0.09738543517607497,0.09738543517607497
1995,0.10827199797283736,0.10827199797283736
1996,0.09629207027884654,0.09629207027884654
1997,0.1104428379756765,0.1104428379756765
1998,0.1058056001973929,0.1058056001973929
1999,0.10150900819247828,0.10150900819247828
2000,0.09651385811636023,0.09651385811636023
2001,0.10470816246548988,0.10470816246548988
2002,0.10435988729758967,0.10435988729758967
2003,0.08660091314100682,0.08660091314100682
2004,0.08919273701526766,0.08919273701526766
2005,0.08481103615055706,0.08481103615055706
2006,0.08595041643109239,0.08595041643109239
2007,0.0940352513975368,0.0940352513975368
2008,0.079135345038316,0.079135345038316
2009,0.08662823746377663,0.08662823746377663
2010,0.08656913355777138,0.08656913355777138
2011,0.0775261642341327,0.0775261642341327
2012,0.08783974324850212,0.08783974324850212
2013,0.08785620667880639,0.08785620667880639
2014,0.07991938005413926,0.07991938005413926
2015,0.0772676778616463,0.0772676778616463
2016,0.07944068813084959,0.07944068813084959
2017,0.08649348973630365,0.08649348973630365
2018,0.08546705891315202,0.08546705891315202
2019,0.09407624911860228,0.09407624911860228
2020,0.09461080140271816,0.09461080140271816
2021,0.0958482069561101,0.09564472330118136
2022,0.09456292930836303,0.0946165375060852
2023,0.09394083880543434,0.09435357850563628
2024,0.09507258093513817,0.09393894682900304
2025,0.09483965426946904,0.09492927378246332
2026,0.09123994402501236,0.09345438525395587
2027,0.09457935689694796,0.09672491612974056
2028,0.09383629181651076,0.09525222620373994
2029,0.09427407377912393,0.0956637735787775
2030,0.09256755064296407,0.09557819295193634
2031,0.09399896856481174,0.09827780072744106
2032,0.09310029303715048,0.09559046707155223
2033,0.09313800893357553,0.09646907236870368
2034,0.09533812659736697,0.09675387444015296
2035,0.09315344987559884,0.09493707223589347
2036,0.09469728786341514,0.09777186591465226
2037,0.09489443271528736,0.09468321689068274
2038,0.09519143142768233,0.09638487629972572
2039,0.0920533414483079,0.09802104966330176
2040,0.09381761612357033,0.09617065936343328
2041,0.09367263073826948,0.09681880083116254
2042,0.09204771850202648,0.0965051781037627
2043,0.09199144176190413,0.0964957527555241
2044,0.0916350727628886,0.09642472821980366
2045,0.09238541797474993,0.09525122802077438
2046,0.0932043739505648,0.09717811800851846
2047,0.09175720983572544,0.09679561673756323
2048,0.0932135778423317,0.09747167593089234
2049,0.09445454637570916,0.0981462641625342
2050,0.09408426200690982,0.09858731552557312
2051,0.09422027790735256,0.0971217641390336
2052,0.09308680665015584,0.09832344894126588
2053,0.09360778778201796,0.09926528835939216
2054,0.09368195123253348,0.09837861870014346
2055,0.0911563087493754,0.09968024329256778
2056,0.09263883450779793,0.10021829354080296
2057,0.0910935915317185,0.10141470604193137
2058,0.0926676540423346,0.1010427940835079
2059,0.094598256930166,0.10028466330758268
2060,0.09263693088325467,0.09965486693561136
2061,0.0927438106769354,0.10178043905063963
2062,0.0908631655628484,0.10139886493612836
2063,0.09106916002878047,0.10255360079894066
2064,0.09069001180955336,0.10194944510266536
2065,0.09131650022204864,0.1008042646005214
2066,0.09062021319359344,0.10244534900492734
2067,0.08932776791590769,0.1019479962540564
2068,0.08977009306726574,0.1028376358167975
2069,0.08956396990850238,0.1024893913237002
2070,0.09084069809609813,0.10451738510372993
2071,0.08878764830138168,0.10444411115515567
2072,0.09022765383414336,0.10301386902872106
2073,0.08904368686933961,0.10210946419218496
2074,0.09014088530189364,0.10528944979548424
2075,0.08832322810483817,0.10288180645831926
2076,0.08956741451470282,0.10587120219225328
2077,0.08796002142130183,0.10594386944889232
2078,0.08723514252549815,0.10424898452048224
2079,0.08767827329361186,0.10718064785661187
2080,0.08949520295286184,0.10668754800746244
2081,0.08776500017140812,0.10626291728677786
2082,0.08549918641393528,0.10534868509278184
2083,0.0874411179936328,0.1075136967665411
2084,0.0866241366206931,0.10639296609597147
2085,0.0863335487535363,0.1063263516920272
2086,0.08644029680925976,0.10650046125988508
2087,0.08505571760757882,0.10577117876680876
2088,0.08547572938986361,0.10787923883177668
2089,0.08492244022982631,0.10812837955079184
2090,0.08407579230959708,0.10644610354529832
2091,0.08307744793535041,0.10795921927337956
2092,0.08341984848853909,0.10694016789840864
2093,0.08428404136685813,0.10993468217250592
2094,0.08292725867981658,0.10901761212414786
2095,0.08300674130515656,0.10875697708938856
2096,0.08081467558262634,0.110310301813359
2097,0.08236102894281723,0.10899172823725206
2098,0.08274803058414043,0.1084918633757256
2099,0.08159009346252488,0.10952357994900773
