Year,rcp45_smi,rcp85_smi
1979,0.1284019351623219,0.1284019351623219
1980,0.1203949290853708,0.1203949290853708
1981,0.1435348273558938,0.1435348273558938
1982,0.14345458035642006,0.14345458035642006
1983,0.13869333217798738,0.13869333217798738
1984,0.1335471672097636,0.1335471672097636
1985,0.12803154979962758,0.12803154979962758
1986,0.16296921171672604,0.16296921171672604
1987,0.13404360756355246,0.13404360756355246
1988,0.1428547122935557,0.1428547122935557
1989,0.1646376377560314,0.1646376377560314
1990,0.18140943458043232,0.18140943458043232
1991,0.15406579526594882,0.15406579526594882
1992,0.1564179099285541,0.1564179099285541
1993,0.1628934711989961,0.1628934711989961
1994,0.1821508219822701,0.1821508219822701
1995,0.1664290828408355,0.1664290828408355
1996,0.16066717434423575,0.16066717434423575
1997,0.1639251076495709,0.1639251076495709
1998,0.152687507589864,0.152687507589864
1999,0.16674877423696569,0.16674877423696569
2000,0.15704421601764895,0.15704421601764895
2001,0.1610861980853303,0.1610861980853303
2002,0.18842969508986399,0.18842969508986399
2003,0.1539677437105327,0.1539677437105327
2004,0.14948950258561364,0.14948950258561364
2005,0.17419035125890545,0.17419035125890545
2006,0.17747878633014896,0.17747878633014896
2007,0.19549840423109616,0.19549840423109616
2008,0.19878328155359454,0.19878328155359454
2009,0.1731907977959035,0.1731907977959035
2010,0.14377737094701262,0.14377737094701262
2011,0.17015110470470368,0.17015110470470368
2012,0.15333466999271372,0.15333466999271372
2013,0.17509164760767487,0.17509164760767487
2014,0.16482948738058614,0.16482948738058614
2015,0.1763823672279793,0.1763823672279793
2016,0.1676012108363018,0.1676012108363018
2017,0.16598760575210492,0.16598760575210492
2018,0.18169900370385364,0.18169900370385364
2019,0.16152333791134266,0.16152333791134266
2020,0.1852248840493073,0.1852248840493073
2021,0.18758922419674576,0.1889600794044714
2022,0.18799681201881685,0.18371445812016146
2023,0.18636481293137794,0.19060465663102194
2024,0.1883848907007672,0.18341341455710244
2025,0.18863946508104434,0.19001261265309627
2026,0.18816654643641612,0.18847741241708788
2027,0.1936240767881673,0.18973516013802552
2028,0.1863724748385865,0.19261053885584392
2029,0.19614559929269204,0.19666569979085435
2030,0.1910291549710632,0.1895992571161897
2031,0.19419235736831755,0.19479124964029887
2032,0.18642843268250292,0.1987577626832936
2033,0.19834384976682373,0.19047978920485184
2034,0.19856048964981304,0.19945365426644912
2035,0.19327509306713286,0.19922394951238992
2036,0.19482881436481392,0.2009669492920061
2037,0.2056450901522554,0.20044236327084566
2038,0.1970365947960276,0.1974588528568545
2039,0.19652877502075328,0.18948585097413412
2040,0.2008911121791529,0.1997981299522068
2041,0.2000668819135882,0.19672519116263265
2042,0.20152717391814712,0.202691929132238
2043,0.19675129748708714,0.2005503609351633
2044,0.20119330912002514,0.20274534593946414
2045,0.2004555695060836,0.20542114508644388
2046,0.20480025028846235,0.21041794543583456
2047,0.19869120735936785,0.2150932072590804
2048,0.2030189705669596,0.2044184472720232
2049,0.20166139559197785,0.20504446107724592
2050,0.202674332051393,0.20599077171989053
2051,0.20232543873708425,0.20732837675096413
2052,0.20024438404583805,0.20904080185170212
2053,0.2036701221493092,0.21566743339934805
2054,0.2063601416998416,0.2196561640906554
2055,0.2091187261484664,0.21359644254722696
2056,0.2033251752133418,0.21656089784944324
2057,0.20649974018070555,0.21457850542842594
2058,0.20168377226679526,0.2198141963689751
2059,0.21124909325319474,0.22331402891477664
2060,0.20728827719754053,0.2147925836014899
2061,0.20590356632895931,0.22158810152452785
2062,0.2029322967671376,0.2253818035172208
2063,0.21574689992447346,0.2273507883297429
2064,0.2042434588006577,0.22424928237192404
2065,0.2116384512495224,0.2296544063175378
2066,0.2116084166030115,0.2268392488137918
2067,0.20985830110943976,0.2290718490708792
2068,0.2125332449980405,0.2253977560344136
2069,0.21733004518247007,0.22966741880793445
2070,0.21795348832359435,0.2324871631790485
2071,0.21615131789316394,0.237190504334172
2072,0.2160608619236289,0.23306480815452224
2073,0.21124202086215804,0.2344436869376333
2074,0.21329531766462465,0.23379343837444985
2075,0.20992015648147389,0.2390928650916164
2076,0.21463145099414788,0.23960975371035265
2077,0.2134727691189805,0.2443490954105611
2078,0.21817286706951305,0.2401430732781536
2079,0.2200795305834888,0.2385667760211927
2080,0.21985879711230272,0.24010999225106625
2081,0.21893982887391192,0.24197943997237584
2082,0.21693840168785267,0.24829094434036264
2083,0.21067312793533385,0.2494335699259716
2084,0.2135035166125802,0.2473261635951153
2085,0.2179692134835297,0.25151126822586184
2086,0.21374591177272256,0.246559459171672
2087,0.2186962100556985,0.2533601728763037
2088,0.21321119394275054,0.24793342741483504
2089,0.21187956441597133,0.2519545434650478
2090,0.2178274895413247,0.2507316163512441
2091,0.21121838825559816,0.25555501496944305
2092,0.21451635260252053,0.26057333753772544
2093,0.2228414123697084,0.2561450833634113
2094,0.2135972418655839,0.25335763637923786
2095,0.2134520245211808,0.25298821310293035
2096,0.21407707155406888,0.2632483998391979
2097,0.2187978895447729,0.2576537663809556
2098,0.214595071443054,0.2618843744739828
2099,0.21269498525616007,0.25864148869853765
